SA2_CODE_2021,SA2_NAME_2021,IARE_CODE_2021,IARE_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
403041078,Hackham - Onkaparinga Hills,401014,Onkaparinga,1,Good,Good,0
403041079,Hackham West - Huntfield Heights,401014,Onkaparinga,1,Good,Good,0
403041080,Happy Valley,401014,Onkaparinga,1,Good,Good,0
403041081,Happy Valley Reservoir,401014,Onkaparinga,1,Good,Good,0
403041082,Lonsdale,401014,Onkaparinga,1,Good,Good,0
403041083,McLaren Vale,401014,Onkaparinga,1,Good,Good,0
403041084,Morphett Vale - East,401014,Onkaparinga,1,Good,Good,0
403041085,Morphett Vale - West,401014,Onkaparinga,1,Good,Good,0
403041086,Reynella,401014,Onkaparinga,1,Good,Good,0
403041088,Willunga,401014,Onkaparinga,1,Good,Good,0
403041089,Woodcroft,401014,Onkaparinga,1,Good,Good,0
403041177,Seaford - Seaford Meadows,401014,Onkaparinga,1,Good,Good,0
403041178,Seaford Rise - Moana,401014,Onkaparinga,1,Good,Good,0
404011090,Beverley,401006,Charles Sturt,1,Good,Good,0
404011091,Flinders Park,401006,Charles Sturt,1,Good,Good,0
404011092,Henley Beach,401006,Charles Sturt,1,Good,Good,0
404011093,Hindmarsh - Brompton,401006,Charles Sturt,1,Good,Good,0
404011094,Royal Park - Hendon - Albert Park,401006,Charles Sturt,1,Good,Good,0
404011095,Seaton - Grange,401006,Charles Sturt,1,Good,Good,0
404011096,West Lakes,401006,Charles Sturt,1,Good,Good,0
404011097,Woodville - Cheltenham,401006,Charles Sturt,1,Good,Good,0
404021098,Dry Creek - South,401016,Port Adelaide - Enfield,1,Good,Good,0
404021099,Largs Bay - Semaphore,401016,Port Adelaide - Enfield,1,Good,Good,0
404021100,North Haven,401016,Port Adelaide - Enfield,1,Good,Good,0
404021101,Port Adelaide,401016,Port Adelaide - Enfield,1,Good,Good,0
404021102,The Parks,401016,Port Adelaide - Enfield,1,Good,Good,0
404021103,Torrens Island,401016,Port Adelaide - Enfield,1,Good,Good,0
404031104,Adelaide Airport,401009,Holdfast Bay - West Torrens,1,Good,Good,0
404031105,Fulham,401009,Holdfast Bay - West Torrens,1,Good,Good,0
404031106,Lockleys,401009,Holdfast Bay - West Torrens,1,Good,Good,0
404031107,Plympton,401009,Holdfast Bay - West Torrens,1,Good,Good,0
404031108,Richmond (SA),401009,Holdfast Bay - West Torrens,1,Good,Good,0
404031109,West Beach,401006,Charles Sturt,0.5992215,Good,Good,0
404031109,West Beach,401009,Holdfast Bay - West Torrens,0.4007785,Good,Good,0
405011110,Barossa - Angaston,401003,Barossa,1,Good,Good,0
405011111,Light,401003,Barossa,1,Good,Good,0
405011112,Lyndoch,401003,Barossa,1,Good,Good,0
405011113,Mallala,401003,Barossa,1,Good,Good,0
405011114,Nuriootpa,401003,Barossa,1,Good,Good,0
405011115,Tanunda,401003,Barossa,1,Good,Good,0
405021116,Clare,401022,Wakefield - Clare and Gilbert Valleys,1,Acceptable,Good,0
405021117,Gilbert Valley,401022,Wakefield - Clare and Gilbert Valleys,1,Acceptable,Good,0
405021118,Goyder,402004,Flinders,1,Good,Good,0
405021119,Wakefield - Barunga West,401022,Wakefield - Clare and Gilbert Valleys,0.7203821,Acceptable,Good,0
405021119,Wakefield - Barunga West,401023,Yorke Peninsula,0.2796179,Good,Good,0
405031120,Jamestown,402004,Flinders,1,Good,Good,0
405031121,Peterborough - Mount Remarkable,402004,Flinders,1,Good,Good,0
405031122,Port Pirie,402004,Flinders,1,Good,Good,0
405031123,Port Pirie Surrounds,402004,Flinders,1,Good,Good,0
405041124,Kadina,401023,Yorke Peninsula,1,Good,Good,0
405041125,Moonta,401023,Yorke Peninsula,1,Good,Good,0
405041126,Wallaroo,401023,Yorke Peninsula,1,Good,Good,0
405041127,Yorke Peninsula - North,401023,Yorke Peninsula,1,Good,Good,0
405041128,Yorke Peninsula - South,401023,Yorke Peninsula,1,Good,Good,0
406011129,Ceduna,403001,Ceduna,1,Acceptable,Good,0
406011130,Eyre Peninsula,403002,Ceduna - West Coast,1,Acceptable,Good,0
406011131,Kimba - Cleve - Franklin Harbour,402006,Whyalla,0.0729211,Good,Good,0
406011131,Kimba - Cleve - Franklin Harbour,403002,Ceduna - West Coast,0.9270789,Acceptable,Good,0
406011132,Le Hunte - Elliston,403002,Ceduna - West Coast,1,Acceptable,Good,0
406011133,Port Lincoln,403002,Ceduna - West Coast,0.1164237,Acceptable,Good,0
406011133,Port Lincoln,403003,Port Lincoln,0.8835763,Acceptable,Good,0
406011134,West Coast (SA),402003,Eyre,2.70E-06,Good,Good,1
406011134,West Coast (SA),403001,Ceduna,0.2252273,Acceptable,Good,0
406011134,West Coast (SA),403002,Ceduna - West Coast,0.77477,Acceptable,Good,0
406011135,Western,403002,Ceduna - West Coast,1,Acceptable,Good,0
406011136,Whyalla,402006,Whyalla,1,Good,Good,0
406011137,Whyalla - North,402006,Whyalla,1,Good,Good,0
406021138,APY Lands,402001,Anangu Pitjantjatjara,1,Good,Good,0
406021139,Coober Pedy,402002,Coober Pedy - Umoona,1,Good,Good,0
406021140,Quorn - Lake Gilles,402004,Flinders,0.7679304,Good,Good,0
406021140,Quorn - Lake Gilles,402005,Port Augusta,0.152508,Good,Good,0
406021140,Quorn - Lake Gilles,402006,Whyalla,0.0795617,Good,Good,0
406021141,Outback,402003,Eyre,1,Good,Good,0
406021142,Port Augusta,402005,Port Augusta,1,Good,Good,0
406021143,Roxby Downs,402003,Eyre,1,Good,Good,0
407011144,Goolwa - Port Elliot,401007,Fleurieu - Kangaroo Island,1,Good,Good,0
407011145,Kangaroo Island,401007,Fleurieu - Kangaroo Island,1,Good,Good,0
407011146,Strathalbyn,401007,Fleurieu - Kangaroo Island,1,Good,Good,0
407011147,Strathalbyn Surrounds,401007,Fleurieu - Kangaroo Island,1,Good,Good,0
407011148,Victor Harbor,401007,Fleurieu - Kangaroo Island,1,Good,Good,0
407011149,Yankalilla,401007,Fleurieu - Kangaroo Island,1,Good,Good,0
407021150,Grant,401019,South-East,1,Good,Good,0
407021151,Kingston - Robe,401019,South-East,1,Good,Good,0
407021152,Millicent,401019,South-East,1,Good,Good,0
407021154,Naracoorte,401019,South-East,1,Good,Good,0
407021155,Naracoorte Surrounds,401019,South-East,1,Good,Good,0
407021156,Penola,401019,South-East,1,Good,Good,0
407021157,Tatiara,401019,South-East,1,Good,Good,0
407021158,Wattle Range,401019,South-East,1,Good,Good,0
407021173,Mount Gambier - East,401019,South-East,1,Good,Good,0
407021174,Mount Gambier - West,401019,South-East,1,Good,Good,0
407031159,Barmera,401004,Berri - Barmera,0.9999953,Good,Good,0
407031159,Barmera,401010,Loxton - Waikerie - Mid Murray,4.70E-06,Good,Good,1
407031160,Berri,401004,Berri - Barmera,1,Good,Good,0
407031161,Karoonda - Lameroo,401013,Murray Mallee,1,Good,Good,0
407031162,Loxton,401010,Loxton - Waikerie - Mid Murray,1,Good,Good,0
407031163,Loxton Surrounds,401010,Loxton - Waikerie - Mid Murray,1,Good,Good,0
407031164,Mannum,401010,Loxton - Waikerie - Mid Murray,1,Good,Good,0
407031165,Murray Bridge,401012,Murray Bridge,1,Good,Good,0
407031166,Murray Bridge Surrounds,401010,Loxton - Waikerie - Mid Murray,0.0721766,Good,Good,0
407031166,Murray Bridge Surrounds,401012,Murray Bridge,0.9278234,Good,Good,0
407031167,Renmark,401017,Renmark Paringa,1,Good,Good,0
407031168,Renmark Surrounds,401017,Renmark Paringa,1,Good,Good,0
407031169,The Coorong,401013,Murray Mallee,1,Good,Good,0
407031170,Waikerie,401010,Loxton - Waikerie - Mid Murray,1,Good,Good,0
497979799,Migratory - Offshore - Shipping (SA),497997,Migratory - Offshore - Shipping (SA),1,Good,Good,0
499999499,No usual address (SA),494994,No usual address (SA),1,Good,Good,0
501011001,Augusta,507015,South-West,1,Good,Good,0
501011003,Busselton Surrounds,507004,Busselton,1,Good,Good,0
501011004,Margaret River,507015,South-West,1,Good,Good,0
501011293,Busselton - East,507004,Busselton,1,Good,Good,0
501011294,Busselton - West,507004,Busselton,1,Good,Good,0
501021005,Australind - Leschenault,507006,Harvey and Surrounds,1,Good,Good,0
501021007,Capel,507015,South-West,1,Good,Good,0
501021008,College Grove - Carey Park,507003,Bunbury,1,Good,Good,0
501021009,Collie,507015,South-West,1,Good,Good,0
501021010,Dardanup,507015,South-West,1,Good,Good,0
501021011,Davenport,507003,Bunbury,1,Good,Good,0
501021012,Eaton - Pelican Point,507003,Bunbury,0.0742044,Good,Good,0
501021012,Eaton - Pelican Point,507015,South-West,0.9257956,Good,Good,0
501021014,Harvey,507006,Harvey and Surrounds,1,Good,Good,0
501021015,East Bunbury - Glen Iris,507003,Bunbury,1,Good,Good,0
501021016,Waroona,507012,Murray - Waroona - Boddington,1,Good,Good,0
501021251,Dalyellup,507015,South-West,1,Good,Good,0
501021252,Gelorup - Stratham,507015,South-West,1,Good,Good,0
501021253,South Bunbury - Bunbury,507003,Bunbury,1,Good,Good,0
501021254,Withers - Usher,507003,Bunbury,1,Good,Good,0
501031017,Bridgetown - Boyup Brook,507015,South-West,1,Good,Good,0
501031018,Donnybrook - Balingup,507015,South-West,1,Good,Good,0
501031019,Manjimup,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
501031020,Pemberton,507010,Manjimup - Denmark - Plantagenet,0.7000336,Good,Good,0
501031020,Pemberton,507015,South-West,0.2999664,Good,Good,0
502011021,Dawesville - Bouvard,507009,Mandurah,1,Good,Good,0
502011022,Falcon - Wannanup,507009,Mandurah,1,Good,Good,0
502011023,Greenfields,507009,Mandurah,1,Good,Good,0
502011024,Halls Head - Erskine,507009,Mandurah,1,Good,Good,0
502011025,Mandurah,507009,Mandurah,1,Good,Good,0
502011026,Mandurah - East,507009,Mandurah,1,Good,Good,0
502011027,Mandurah - North,507009,Mandurah,1,Good,Good,0
502011028,Mandurah - South,507009,Mandurah,1,Good,Good,0
502011029,Pinjarra,507012,Murray - Waroona - Boddington,1,Good,Good,0
503011030,City Beach,505014,Perth,1,Good,Good,0
503011031,Claremont (WA),505014,Perth,1,Good,Good,0
503011032,Cottesloe,505014,Perth,1,Good,Good,0
503011033,Floreat,505014,Perth,1,Good,Good,0
503011034,Mosman Park - Peppermint Grove,505014,Perth,1,Good,Good,0
503011035,Nedlands - Dalkeith - Crawley,505014,Perth,1,Good,Good,0
503011036,Swanbourne - Mount Claremont,505014,Perth,1,Good,Good,0
503021037,Kings Park (WA),505014,Perth,1,Good,Good,0
503021038,Mount Hawthorn - Leederville,505014,Perth,0.927949,Good,Good,0
503021038,Mount Hawthorn - Leederville,505018,Stirling,0.072051,Good,Good,0
503021039,Mount Lawley - Inglewood,505018,Stirling,1,Good,Good,0
503021040,North Perth,505014,Perth,1,Good,Good,0
503021042,Subiaco - Shenton Park,505014,Perth,1,Good,Good,0
503021043,Wembley - West Leederville - Glendalough,505014,Perth,0.2398041,Good,Good,0
503021043,Wembley - West Leederville - Glendalough,505018,Stirling,0.7601959,Good,Good,0
503021295,East Perth,505014,Perth,1,Good,Good,0
503021296,Perth (North) - Highgate,505014,Perth,1,Good,Good,0
503021297,Perth (West) - Northbridge,505014,Perth,1,Good,Good,0
504011044,Bassendean - Eden Hill - Ashfield,505002,Bassendean,1,Good,Good,0
504011045,Bayswater - Embleton - Bedford,505003,Bayswater,1,Good,Good,0
504011046,Maylands,505003,Bayswater,1,Good,Good,0
504011047,Morley,505003,Bayswater,1,Good,Good,0
504011048,Noranda,505003,Bayswater,0.8243159,Good,Good,0
504011048,Noranda,505019,Swan,0.1756841,Good,Good,0
504021049,Chidlow,505013,Mundaring - Swan View,1,Good,Good,0
504021050,Glen Forrest - Darlington,505013,Mundaring - Swan View,1,Good,Good,0
504021051,Helena Valley - Koongamia,505013,Mundaring - Swan View,0.8289651,Good,Good,0
504021051,Helena Valley - Koongamia,505019,Swan,0.1710349,Good,Good,0
504021052,Malmalling - Reservoir,505013,Mundaring - Swan View,1,Good,Good,0
504021053,Mundaring,505013,Mundaring - Swan View,1,Good,Good,0
504021054,Swan View - Greenmount - Midvale,505013,Mundaring - Swan View,0.8219152,Good,Good,0
504021054,Swan View - Greenmount - Midvale,505019,Swan,0.1780848,Good,Good,0
504031055,Avon Valley National Park,505019,Swan,1,Good,Good,0
504031056,Ballajura,505019,Swan,1,Good,Good,0
504031057,Beechboro,505019,Swan,1,Good,Good,0
504031058,Bullsbrook,505019,Swan,1,Good,Good,0
504031060,Gidgegannup,505019,Swan,1,Good,Good,0
504031061,Hazelmere - Guildford,505019,Swan,1,Good,Good,0
504031062,Lockridge - Kiara,505019,Swan,1,Good,Good,0
504031063,Malaga,505019,Swan,1,Good,Good,0
504031064,Melaleuca - Lexia,505019,Swan,1,Good,Good,0
504031065,Middle Swan - Herne Hill,505019,Swan,1,Good,Good,0
504031066,Midland - Guildford,505013,Mundaring - Swan View,0.0548724,Good,Good,0
504031066,Midland - Guildford,505019,Swan,0.9451276,Good,Good,0
504031067,Stratton - Jane Brook,505019,Swan,1,Good,Good,0
504031068,The Vines,505019,Swan,1,Good,Good,0
504031069,Walyunga National Park,505019,Swan,1,Good,Good,0
504031298,Aveley,505019,Swan,1,Good,Good,0
504031299,Brabham - Henley Brook,505019,Swan,1,Good,Good,0
504031300,Ellenbrook,505019,Swan,1,Good,Good,0
505011070,Craigie - Beldon,505009,Joondalup,1,Good,Good,0
505011071,Currambine - Kinross,505009,Joondalup,1,Good,Good,0
505011072,Duncraig,505009,Joondalup,1,Good,Good,0
505011073,Greenwood - Warwick,505009,Joondalup,1,Good,Good,0
505011074,Heathridge - Connolly,505009,Joondalup,1,Good,Good,0
505011075,Hillarys,505009,Joondalup,1,Good,Good,0
505011076,Iluka - Burns Beach,505009,Joondalup,1,Good,Good,0
505011077,Joondalup - Edgewater,505009,Joondalup,1,Good,Good,0
505011078,Kingsley,505009,Joondalup,1,Good,Good,0
505011079,Mullaloo - Kallaroo,505009,Joondalup,1,Good,Good,0
505011080,Ocean Reef,505009,Joondalup,1,Good,Good,0
505011081,Padbury,505009,Joondalup,1,Good,Good,0
505011082,Sorrento - Marmion,505009,Joondalup,1,Good,Good,0
505011083,Woodvale,505009,Joondalup,0.9339712,Good,Good,0
505011083,Woodvale,505020,Wanneroo - North-East,0.0660288,Good,Good,0
505021084,Balcatta - Hamersley,505018,Stirling,1,Good,Good,0
505021085,Balga - Mirrabooka,505018,Stirling,1,Good,Good,0
505021087,Herdsman,505018,Stirling,1,Good,Good,0
505021088,Innaloo - Doubleview,505018,Stirling,1,Good,Good,0
505021089,Karrinyup - Gwelup - Carine,505018,Stirling,1,Good,Good,0
505021090,Nollamara - Westminster,505018,Stirling,1,Good,Good,0
505021091,Osborne Park Industrial,505018,Stirling,1,Good,Good,0
505021092,Scarborough,505018,Stirling,1,Good,Good,0
505021093,Stirling - Osborne Park,505018,Stirling,1,Good,Good,0
505021094,Trigg - North Beach - Watermans Bay,505018,Stirling,1,Good,Good,0
505021095,Tuart Hill - Joondanna,505018,Stirling,1,Good,Good,0
505021096,Wembley Downs - Churchlands - Woodlands,505018,Stirling,1,Good,Good,0
505021097,Yokine - Coolbinia - Menora,505018,Stirling,1,Good,Good,0
505021301,Dianella - North,505018,Stirling,1,Good,Good,0
505021302,Dianella - South,505018,Stirling,1,Good,Good,0
505031098,Alexander Heights - Koondoola,505020,Wanneroo - North-East,1,Good,Good,0
505031099,Butler - Merriwa - Ridgewood,505021,Yanchep - Two Rocks,1,Good,Good,0
505031100,Carramar,505020,Wanneroo - North-East,1,Good,Good,0
505031101,Clarkson,505021,Yanchep - Two Rocks,1,Good,Good,0
505031102,Girrawheen,505020,Wanneroo - North-East,1,Good,Good,0
505031104,Marangaroo,505020,Wanneroo - North-East,1,Good,Good,0
505031105,Mindarie - Quinns Rocks - Jindalee,505021,Yanchep - Two Rocks,1,Good,Good,0
505031106,Neerabup National Park,505021,Yanchep - Two Rocks,1,Good,Good,0
505031107,Tapping - Ashby - Sinagra,505020,Wanneroo - North-East,1,Good,Good,0
505031255,Alkimos - Eglinton,505021,Yanchep - Two Rocks,1,Good,Good,0
505031256,Carabooda - Pinjar,505020,Wanneroo - North-East,0.3926451,Good,Good,0
505031256,Carabooda - Pinjar,505021,Yanchep - Two Rocks,0.6073549,Good,Good,0
505031257,Two Rocks,505020,Wanneroo - North-East,0.376108,Good,Good,0
505031257,Two Rocks,505021,Yanchep - Two Rocks,0.623892,Good,Good,0
505031258,Yanchep,505021,Yanchep - Two Rocks,1,Good,Good,0
505031303,Hocking - Pearsall,505020,Wanneroo - North-East,1,Good,Good,0
505031304,Landsdale,505020,Wanneroo - North-East,1,Good,Good,0
505031305,Madeley - Darch,505020,Wanneroo - North-East,1,Good,Good,0
505031306,Wanneroo - Sinagra,505020,Wanneroo - North-East,1,Good,Good,0
506011110,Armadale - Wungong - Brookdale,505001,Armadale,1,Good,Good,0
506011111,Ashendon - Lesley,505001,Armadale,1,Good,Good,0
506011112,Camillo - Champion Lakes,505001,Armadale,1,Good,Good,0
506011114,Kelmscott,505001,Armadale,1,Good,Good,0
506011115,Mount Nasura - Mount Richon - Bedfordale,505001,Armadale,1,Good,Good,0
506011116,Roleystone,505001,Armadale,1,Good,Good,0
506011117,Seville Grove,505001,Armadale,1,Good,Good,0
506011307,Harrisdale,505001,Armadale,1,Good,Good,0
506011308,Piara Waters - Forrestdale,505001,Armadale,1,Good,Good,0
506021118,Belmont - Ascot - Redcliffe,505004,Belmont,1,Good,Good,0
506021119,East Victoria Park - Carlisle,505017,South Perth - Victoria Park,1,Good,Good,0
506021120,Kewdale Commercial,505004,Belmont,1,Good,Good,0
506021121,Perth Airport,505019,Swan,1,Good,Good,0
506021123,Victoria Park - Lathlain - Burswood,505017,South Perth - Victoria Park,1,Good,Good,0
506021309,Cloverdale,505004,Belmont,1,Good,Good,0
506021310,Kewdale,505004,Belmont,1,Good,Good,0
506021311,Rivervale,505004,Belmont,1,Good,Good,0
506031124,Bentley - Wilson - St James,505005,Canning,0.8167771,Good,Good,0
506031124,Bentley - Wilson - St James,505017,South Perth - Victoria Park,0.1832229,Good,Good,0
506031125,Canning Vale - West,505005,Canning,1,Good,Good,0
506031126,Canning Vale Commercial,505005,Canning,1,Good,Good,0
506031127,Cannington - Queens Park,505005,Canning,1,Good,Good,0
506031128,Parkwood - Ferndale - Lynwood,505005,Canning,1,Good,Good,0
506031129,Riverton - Shelley - Rossmoyne,505005,Canning,1,Good,Good,0
506031130,Welshpool,505005,Canning,1,Good,Good,0
506031131,Willetton,505005,Canning,1,Good,Good,0
506041132,Beckenham - Kenwick - Langford,505008,Gosnells,1,Good,Good,0
506041133,Canning Vale - East,505008,Gosnells,1,Good,Good,0
506041134,Gosnells,505008,Gosnells,1,Good,Good,0
506041135,Huntingdale - Southern River,505008,Gosnells,1,Good,Good,0
506041136,Maddington - Orange Grove - Martin,505008,Gosnells,1,Good,Good,0
506041137,Thornlie,505008,Gosnells,1,Good,Good,0
506051138,Forrestfield - Wattle Grove,505010,Kalamunda,1,Good,Good,0
506051139,High Wycombe,505010,Kalamunda,1,Good,Good,0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,505010,Kalamunda,1,Good,Good,0
506051141,Lesmurdie - Bickley - Carmel,505010,Kalamunda,1,Good,Good,0
506061142,Byford,505016,Serpentine - Jarrahdale,1,Good,Good,0
506061143,Mundijong,505016,Serpentine - Jarrahdale,1,Good,Good,0
506061144,Serpentine - Jarrahdale,505016,Serpentine - Jarrahdale,1,Good,Good,0
506071145,Como,505017,South Perth - Victoria Park,1,Good,Good,0
506071146,Manning - Waterford,505017,South Perth - Victoria Park,1,Good,Good,0
506071147,South Perth - Kensington,505017,South Perth - Victoria Park,1,Good,Good,0
507011148,Banjup,505006,Cockburn,1,Good,Good,0
507011150,Bibra Industrial,505006,Cockburn,1,Good,Good,0
507011151,Bibra Lake,505006,Cockburn,1,Good,Good,0
507011152,Coogee,505006,Cockburn,1,Good,Good,0
507011153,Coolbellup,505006,Cockburn,1,Good,Good,0
507011154,Hamilton Hill,505006,Cockburn,1,Good,Good,0
507011155,Henderson,505006,Cockburn,1,Good,Good,0
507011158,North Coogee,505006,Cockburn,1,Good,Good,0
507011159,South Lake - Cockburn Central,505006,Cockburn,1,Good,Good,0
507011160,Spearwood,505006,Cockburn,1,Good,Good,0
507011161,Success - Hammond Park,505006,Cockburn,1,Good,Good,0
507011163,Yangebup,505006,Cockburn,1,Good,Good,0
507011259,Beeliar - Wattleup,505006,Cockburn,1,Good,Good,0
507011260,Jandakot,505006,Cockburn,1,Good,Good,0
507021164,East Fremantle,505007,Fremantle,1,Good,Good,0
507021165,Fremantle,505006,Cockburn,0.0099141,Good,Good,1
507021165,Fremantle,505007,Fremantle,0.9900859,Good,Good,0
507021166,Fremantle - South,505007,Fremantle,1,Good,Good,0
507021167,O'Connor (WA),505007,Fremantle,1,Good,Good,0
507031169,Wellard (West) - Bertram,505011,Kwinana,1,Good,Good,0
507031170,Calista,505011,Kwinana,1,Good,Good,0
507031172,Hope Valley - Postans,505011,Kwinana,1,Good,Good,0
507031173,Kwinana Industrial,505011,Kwinana,1,Good,Good,0
507031174,Parmelia - Orelia,505011,Kwinana,1,Good,Good,0
507031261,Casuarina - Wandi,505011,Kwinana,1,Good,Good,0
507041175,Applecross - Ardross,505012,Melville,1,Good,Good,0
507041176,Bateman,505012,Melville,1,Good,Good,0
507041177,Bicton - Palmyra,505012,Melville,1,Good,Good,0
507041178,Booragoon,505012,Melville,1,Good,Good,0
507041179,Bull Creek,505012,Melville,1,Good,Good,0
507041180,Leeming,505012,Melville,1,Good,Good,0
507041181,Melville,505012,Melville,1,Good,Good,0
507041182,Murdoch - Kardinya,505012,Melville,1,Good,Good,0
507041183,Willagee,505012,Melville,1,Good,Good,0
507041184,Winthrop,505012,Melville,1,Good,Good,0
507051186,Cooloongup,505015,Rockingham,1,Good,Good,0
507051187,Port Kennedy,505015,Rockingham,1,Good,Good,0
507051188,Rockingham,505006,Cockburn,0.0469713,Good,Good,0
507051188,Rockingham,505015,Rockingham,0.9530287,Good,Good,0
507051189,Rockingham Lakes,505015,Rockingham,1,Good,Good,0
507051190,Safety Bay - Shoalwater,505015,Rockingham,1,Good,Good,0
507051191,Singleton - Golden Bay - Secret Harbour,505015,Rockingham,1,Good,Good,0
507051192,Waikiki,505015,Rockingham,1,Good,Good,0
507051193,Warnbro,505015,Rockingham,1,Good,Good,0
507051312,Baldivis - North,505015,Rockingham,1,Good,Good,0
507051313,Baldivis - South,505015,Rockingham,1,Good,Good,0
507051314,Karnup,505015,Rockingham,1,Good,Good,0
509011225,Albany,507001,Albany,1,Good,Good,0
509011226,Albany Surrounds,507001,Albany,1,Good,Good,0
509011227,Bayonet Head - Lower King,507001,Albany,1,Good,Good,0
509011228,Denmark,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
509011229,Gnowangerup,507008,Kojonup - Gnowangerup,1,Good,Good,0
509011230,Katanning,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
509011231,Kojonup,507008,Kojonup - Gnowangerup,1,Good,Good,0
509011232,Little Grove - Elleker,507001,Albany,1,Good,Good,0
509011233,McKail - Willyung,507001,Albany,1,Good,Good,0
509011234,Plantagenet,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
509011235,Stirling Range National Park,507010,Manjimup - Denmark - Plantagenet,1,Good,Good,0
509021236,Chittering,507011,Moora - Chittering,1,Good,Good,0
509021237,Cunderdin,507002,Avon,1,Acceptable,Good,0
509021238,Dowerin,507002,Avon,1,Acceptable,Good,0
509021239,Gingin - Dandaragan,507011,Moora - Chittering,1,Good,Good,0
509021240,Merredin,507005,Campion,1,Good,Good,0
509021241,Moora,507002,Avon,0.3066157,Acceptable,Good,0
509021241,Moora,507011,Moora - Chittering,0.6933843,Good,Good,0
509021242,Mukinbudin,507005,Campion,1,Good,Good,0
509021243,Northam,507002,Avon,0.4126411,Acceptable,Good,0
509021243,Northam,507014,Northam,0.5873589,Poor,Good,0
509021244,Toodyay,507002,Avon,1,Acceptable,Good,0
509021245,York - Beverley,507002,Avon,1,Acceptable,Good,0
509031246,Brookton,507007,Hotham - Kulin,1,Good,Good,0
509031247,Kulin,507007,Hotham - Kulin,1,Good,Good,0
509031248,Murray,507012,Murray - Waroona - Boddington,1,Good,Good,0
509031249,Narrogin,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
509031250,Wagin,507013,Narrogin - Wagin - Katanning,1,Good,Good,0
510011262,Broome,501001,Broome,1,Good,Good,0
510011263,Derby - West Kimberley,508001,Derby - Mowanjum,0.4287596,Poor,Good,0
510011263,Derby - West Kimberley,508003,Fitzroy River,0.1592873,Poor,Good,0
510011263,Derby - West Kimberley,508005,Fitzroy Crossing,0.2369549,Poor,Good,0
510011263,Derby - West Kimberley,508006,Outer Derby - West Kimberley,0.1749982,Poor,Good,0
510011264,Halls Creek,504001,Argyle - Warmun,0.1268581,Poor,Good,0
510011264,Halls Creek,504002,Great Sandy Desert,0.3106483,Poor,Good,0
510011264,Halls Creek,504003,Halls Creek,0.4464446,Poor,Good,0
510011264,Halls Creek,504004,Halls Creek - Surrounds,0.116049,Poor,Good,0
510011265,Kununurra,504001,Argyle - Warmun,0.0482183,Poor,Good,0
510011265,Kununurra,504005,Kalumburu,0.0518045,Poor,Good,0
510011265,Kununurra,504006,Kununurra,0.6333604,Poor,Good,0
510011265,Kununurra,504007,North Kimberley,0.1671253,Poor,Good,0
510011265,Kununurra,504008,Wyndham,0.0994914,Poor,Good,0
510011266,Roebuck,501001,Broome,0.1543165,Good,Good,0
510011266,Roebuck,501002,Broome - Surrounds,0.8456835,Acceptable,Good,0
510021267,East Pilbara,506001,East Pilbara,0.9350445,Good,Good,0
510021267,East Pilbara,506004,Port Hedland,0.0649555,Good,Good,0
510021268,Newman,506001,East Pilbara,1,Good,Good,0
510021269,Port Hedland,506004,Port Hedland,1,Good,Good,0
510021270,South Hedland,506004,Port Hedland,1,Good,Good,0
510031271,Ashburton (WA),506002,Exmouth - Ashburton,1,Good,Good,0
510031272,Karratha,506003,Karratha,1,Good,Good,0
510031273,Roebourne,506005,Roebourne - Wickham,1,Good,Good,0
511011274,Esperance,503001,Esperance - Ravensthorpe,1,Good,Good,0
511011275,Esperance Surrounds,503001,Esperance - Ravensthorpe,1,Good,Good,0
511021276,Carnarvon,502001,Carnarvon - Mungullah,1,Good,Good,0
511021277,Exmouth,502007,Shark Bay - Coral Bay - Upper Gascoyne,0.3359968,Poor,Good,0
511021277,Exmouth,506002,Exmouth - Ashburton,0.6640032,Good,Good,0
511031278,Boulder,503003,Kalgoorlie - Ningia Mia,1,Good,Good,0
511031279,Kalgoorlie,503003,Kalgoorlie - Ningia Mia,1,Good,Good,0
511031280,Kalgoorlie - North,503003,Kalgoorlie - Ningia Mia,1,Good,Good,0
511031281,Kalgoorlie Airport,503003,Kalgoorlie - Ningia Mia,1,Good,Good,0
511031282,Kambalda - Coolgardie - Norseman,503002,Kalgoorlie - Dundas - Goldfields,1,Good,Good,0
511031283,Leinster - Leonora,503004,Laverton - Ngaanyatjarraku,0.4543749,Poor,Good,0
511031283,Leinster - Leonora,503005,Menzies - Leonora,0.4392374,Poor,Good,0
511031283,Leinster - Leonora,503006,Warburton,0.1063877,Poor,Good,0
511031284,Trafalgar (WA),503003,Kalgoorlie - Ningia Mia,1,Good,Good,0
511041285,Geraldton,502004,Geraldton,1,Good,Good,0
511041286,Geraldton - East,502004,Geraldton,1,Good,Good,0
511041287,Geraldton - North,502004,Geraldton,1,Good,Good,0
511041288,Geraldton - South,502004,Geraldton,1,Good,Good,0
