POSTCODE,POSTCODE,RA_CODE_2021,RA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
2483,2483,11,Inner Regional Australia,1,Good,Good,0
2484,2484,10,Major Cities of Australia,0.0074336,Good,Good,1
2484,2484,11,Inner Regional Australia,0.9925664,Good,Good,0
2485,2485,10,Major Cities of Australia,1,Good,Good,0
2486,2486,10,Major Cities of Australia,0.9812148,Good,Good,0
2486,2486,11,Inner Regional Australia,0.0187852,Good,Good,0
2487,2487,10,Major Cities of Australia,0.9815914,Good,Good,0
2487,2487,11,Inner Regional Australia,0.0184086,Good,Good,0
2488,2488,10,Major Cities of Australia,1,Good,Good,0
2489,2489,10,Major Cities of Australia,0.9965748,Good,Good,0
2489,2489,11,Inner Regional Australia,0.0034252,Good,Good,1
2490,2490,10,Major Cities of Australia,0.869218,Good,Good,0
2490,2490,11,Inner Regional Australia,0.130782,Good,Good,0
2500,2500,10,Major Cities of Australia,0.9999077,Good,Good,0
2500,2500,11,Inner Regional Australia,9.23E-05,Good,Good,1
2502,2502,10,Major Cities of Australia,1,Good,Good,0
2505,2505,10,Major Cities of Australia,1,Good,Good,0
2506,2506,10,Major Cities of Australia,1,Good,Good,0
2508,2508,10,Major Cities of Australia,0.932585,Good,Good,0
2508,2508,11,Inner Regional Australia,0.067415,Good,Good,0
2515,2515,10,Major Cities of Australia,1,Good,Good,0
2516,2516,10,Major Cities of Australia,0.999999,Good,Good,0
2516,2516,11,Inner Regional Australia,1.00E-06,Good,Good,1
2517,2517,10,Major Cities of Australia,0.9999998,Good,Good,0
2517,2517,11,Inner Regional Australia,2.00E-07,Good,Good,1
2518,2518,10,Major Cities of Australia,0.9999997,Good,Good,0
2518,2518,11,Inner Regional Australia,3.00E-07,Good,Good,1
2519,2519,10,Major Cities of Australia,1,Good,Good,0
2525,2525,10,Major Cities of Australia,1,Good,Good,0
2526,2526,10,Major Cities of Australia,0.999995,Good,Good,0
2526,2526,11,Inner Regional Australia,5.00E-06,Good,Good,1
2527,2527,10,Major Cities of Australia,0.9834875,Good,Good,0
2527,2527,11,Inner Regional Australia,0.0165125,Good,Good,0
2528,2528,10,Major Cities of Australia,1,Good,Good,0
2529,2529,10,Major Cities of Australia,1,Good,Good,0
2530,2530,10,Major Cities of Australia,0.9999999,Good,Good,0
2530,2530,11,Inner Regional Australia,1.00E-07,Good,Good,1
2533,2533,10,Major Cities of Australia,0.8738347,Good,Good,0
2533,2533,11,Inner Regional Australia,0.1261653,Good,Good,0
2534,2534,11,Inner Regional Australia,1,Good,Good,0
2535,2535,11,Inner Regional Australia,1,Good,Good,0
2536,2536,11,Inner Regional Australia,1,Good,Good,0
2537,2537,11,Inner Regional Australia,0.732781,Good,Good,0
2537,2537,12,Outer Regional Australia,0.267219,Acceptable,Good,0
2538,2538,11,Inner Regional Australia,1,Good,Good,0
2539,2539,11,Inner Regional Australia,1,Good,Good,0
2540,2540,11,Inner Regional Australia,0.9936137,Good,Good,0
2540,2540,91,Inner Regional Australia,0.0063863,Poor,Good,1
2541,2541,11,Inner Regional Australia,1,Good,Good,0
2545,2545,12,Outer Regional Australia,1,Acceptable,Good,0
2546,2546,12,Outer Regional Australia,1,Acceptable,Good,0
2548,2548,12,Outer Regional Australia,1,Acceptable,Good,0
2549,2549,12,Outer Regional Australia,1,Acceptable,Good,0
2550,2550,12,Outer Regional Australia,1,Acceptable,Good,0
2551,2551,12,Outer Regional Australia,1,Acceptable,Good,0
2555,2555,10,Major Cities of Australia,0.9429805,Good,Good,0
2555,2555,11,Inner Regional Australia,0.0570195,Good,Good,0
2556,2556,10,Major Cities of Australia,0.5024878,Good,Good,0
2556,2556,11,Inner Regional Australia,0.4975122,Good,Good,0
2557,2557,10,Major Cities of Australia,1,Good,Good,0
2558,2558,10,Major Cities of Australia,1,Good,Good,0
2559,2559,10,Major Cities of Australia,1,Good,Good,0
2560,2560,10,Major Cities of Australia,0.9609,Good,Good,0
2560,2560,11,Inner Regional Australia,0.0391,Good,Good,0
2563,2563,10,Major Cities of Australia,1,Good,Good,0
2564,2564,10,Major Cities of Australia,1,Good,Good,0
2565,2565,10,Major Cities of Australia,1,Good,Good,0
2566,2566,10,Major Cities of Australia,1,Good,Good,0
2567,2567,10,Major Cities of Australia,1,Good,Good,0
2568,2568,10,Major Cities of Australia,0.5998483,Good,Good,0
2568,2568,11,Inner Regional Australia,0.4001517,Good,Good,0
2569,2569,10,Major Cities of Australia,0.0792158,Good,Good,0
2569,2569,11,Inner Regional Australia,0.9207842,Good,Good,0
2570,2570,10,Major Cities of Australia,0.8695547,Good,Good,0
2570,2570,11,Inner Regional Australia,0.1304453,Good,Good,0
2571,2571,11,Inner Regional Australia,1,Good,Good,0
2572,2572,11,Inner Regional Australia,1,Good,Good,0
2573,2573,11,Inner Regional Australia,1,Good,Good,0
2574,2574,11,Inner Regional Australia,1,Good,Good,0
2575,2575,11,Inner Regional Australia,0.9999075,Good,Good,0
2575,2575,12,Outer Regional Australia,9.25E-05,Acceptable,Good,1
2576,2576,11,Inner Regional Australia,1,Good,Good,0
2577,2577,11,Inner Regional Australia,1,Good,Good,0
2578,2578,11,Inner Regional Australia,1,Good,Good,0
2579,2579,11,Inner Regional Australia,1,Good,Good,0
2580,2580,11,Inner Regional Australia,0.9694565,Good,Good,0
2580,2580,12,Outer Regional Australia,0.0305435,Acceptable,Good,0
2581,2581,11,Inner Regional Australia,1,Good,Good,0
2582,2582,11,Inner Regional Australia,0.9933599,Good,Good,0
2582,2582,12,Outer Regional Australia,0.0066401,Acceptable,Good,1
2583,2583,11,Inner Regional Australia,0.7981887,Good,Good,0
2583,2583,12,Outer Regional Australia,0.2018113,Acceptable,Good,0
2584,2584,11,Inner Regional Australia,1,Good,Good,0
2585,2585,11,Inner Regional Australia,0.9828057,Good,Good,0
2585,2585,12,Outer Regional Australia,0.0171943,Acceptable,Good,0
2586,2586,11,Inner Regional Australia,0.7376167,Good,Good,0
2586,2586,12,Outer Regional Australia,0.2623833,Acceptable,Good,0
2587,2587,11,Inner Regional Australia,1,Good,Good,0
2588,2588,11,Inner Regional Australia,1,Good,Good,0
2590,2590,11,Inner Regional Australia,0.961708,Good,Good,0
2590,2590,12,Outer Regional Australia,0.038292,Acceptable,Good,0
2594,2594,11,Inner Regional Australia,0.9056272,Good,Good,0
2594,2594,12,Outer Regional Australia,0.0943728,Acceptable,Good,0
2600,2600,80,Major Cities of Australia,1,Good,Good,0
2601,2601,80,Major Cities of Australia,1,Good,Good,0
2602,2602,80,Major Cities of Australia,1,Good,Good,0
2603,2603,80,Major Cities of Australia,1,Good,Good,0
2604,2604,80,Major Cities of Australia,1,Good,Good,0
2605,2605,80,Major Cities of Australia,1,Good,Good,0
2606,2606,80,Major Cities of Australia,1,Good,Good,0
2607,2607,80,Major Cities of Australia,1,Good,Good,0
2609,2609,80,Major Cities of Australia,1,Good,Good,0
2611,2611,11,Inner Regional Australia,0.0007721,Good,Good,1
2611,2611,12,Outer Regional Australia,0.0006631,Acceptable,Good,1
2611,2611,80,Major Cities of Australia,0.9900594,Good,Good,0
2611,2611,81,Inner Regional Australia,0.0085054,Poor,Good,1
2612,2612,80,Major Cities of Australia,1,Good,Good,0
2614,2614,80,Major Cities of Australia,1,Good,Good,0
2615,2615,80,Major Cities of Australia,1,Good,Good,0
2617,2617,80,Major Cities of Australia,1,Good,Good,0
2618,2618,10,Major Cities of Australia,0.2550614,Good,Good,0
2618,2618,11,Inner Regional Australia,0.5220581,Good,Good,0
2618,2618,80,Major Cities of Australia,0.2228805,Good,Good,0
2619,2619,10,Major Cities of Australia,0.9996865,Good,Good,0
2619,2619,11,Inner Regional Australia,0.0003135,Good,Good,1
2620,2620,10,Major Cities of Australia,0.7876792,Good,Good,0
2620,2620,11,Inner Regional Australia,0.1935542,Good,Good,0
2620,2620,80,Major Cities of Australia,0.0169607,Good,Good,0
2620,2620,81,Inner Regional Australia,0.0018058,Poor,Good,1
2621,2621,11,Inner Regional Australia,1,Good,Good,0
2622,2622,11,Inner Regional Australia,0.7077171,Good,Good,0
2622,2622,12,Outer Regional Australia,0.2922829,Acceptable,Good,0
2623,2623,11,Inner Regional Australia,1,Good,Good,0
2624,2624,12,Outer Regional Australia,1,Acceptable,Good,0
2625,2625,12,Outer Regional Australia,1,Acceptable,Good,0
2626,2626,11,Inner Regional Australia,1,Good,Good,0
2627,2627,12,Outer Regional Australia,0.9997314,Acceptable,Good,0
2627,2627,22,Outer Regional Australia,0.0002686,Good,Good,1
2628,2628,11,Inner Regional Australia,0.4693189,Good,Good,0
2628,2628,12,Outer Regional Australia,0.5306811,Acceptable,Good,0
2629,2629,12,Outer Regional Australia,1,Acceptable,Good,0
2630,2630,11,Inner Regional Australia,0.9282464,Good,Good,0
2630,2630,12,Outer Regional Australia,0.0717536,Acceptable,Good,0
2631,2631,12,Outer Regional Australia,1,Acceptable,Good,0
2632,2632,12,Outer Regional Australia,1,Acceptable,Good,0
2633,2633,12,Outer Regional Australia,1,Acceptable,Good,0
2640,2640,11,Inner Regional Australia,0.9980596,Good,Good,0
2640,2640,12,Outer Regional Australia,0.0019404,Acceptable,Good,1
2641,2641,11,Inner Regional Australia,1,Good,Good,0
2642,2642,11,Inner Regional Australia,0.7638213,Good,Good,0
2642,2642,12,Outer Regional Australia,0.2361787,Acceptable,Good,0
2643,2643,11,Inner Regional Australia,1,Good,Good,0
2644,2644,11,Inner Regional Australia,0.795192,Good,Good,0
2644,2644,12,Outer Regional Australia,0.204808,Acceptable,Good,0
2645,2645,12,Outer Regional Australia,1,Acceptable,Good,0
2646,2646,11,Inner Regional Australia,0.8826565,Good,Good,0
2646,2646,12,Outer Regional Australia,0.1173435,Acceptable,Good,0
2647,2647,11,Inner Regional Australia,0.9972603,Good,Good,0
2647,2647,12,Outer Regional Australia,0.0027397,Acceptable,Good,1
2648,2648,12,Outer Regional Australia,0.6910172,Acceptable,Good,0
2648,2648,13,Remote Australia,0.3089828,Acceptable,Good,0
2649,2649,12,Outer Regional Australia,1,Acceptable,Good,0
2650,2650,11,Inner Regional Australia,0.9905467,Good,Good,0
2650,2650,12,Outer Regional Australia,0.0094533,Acceptable,Good,1
2651,2651,11,Inner Regional Australia,1,Good,Good,0
2652,2652,11,Inner Regional Australia,0.5445515,Good,Good,0
2652,2652,12,Outer Regional Australia,0.4199332,Acceptable,Good,0
2652,2652,13,Remote Australia,0.0355153,Acceptable,Good,0
2653,2653,12,Outer Regional Australia,1,Acceptable,Good,0
2655,2655,11,Inner Regional Australia,0.9500272,Good,Good,0
2655,2655,12,Outer Regional Australia,0.0499728,Acceptable,Good,0
2656,2656,11,Inner Regional Australia,0.0351833,Good,Good,0
2656,2656,12,Outer Regional Australia,0.9648167,Acceptable,Good,0
2658,2658,11,Inner Regional Australia,0.8069758,Good,Good,0
2658,2658,12,Outer Regional Australia,0.1930242,Acceptable,Good,0
2659,2659,11,Inner Regional Australia,0.9337131,Good,Good,0
2659,2659,12,Outer Regional Australia,0.0662869,Acceptable,Good,0
2660,2660,11,Inner Regional Australia,1,Good,Good,0
2661,2661,11,Inner Regional Australia,1,Good,Good,0
2663,2663,11,Inner Regional Australia,0.9732884,Good,Good,0
2663,2663,12,Outer Regional Australia,0.0267116,Acceptable,Good,0
2665,2665,12,Outer Regional Australia,1,Acceptable,Good,0
2666,2666,11,Inner Regional Australia,0.0154768,Good,Good,0
2666,2666,12,Outer Regional Australia,0.9845232,Acceptable,Good,0
2668,2668,12,Outer Regional Australia,1,Acceptable,Good,0
2669,2669,12,Outer Regional Australia,0.6989023,Acceptable,Good,0
2669,2669,13,Remote Australia,0.3010977,Acceptable,Good,0
2671,2671,12,Outer Regional Australia,0.9996682,Acceptable,Good,0
2671,2671,13,Remote Australia,0.0003318,Acceptable,Good,1
2672,2672,13,Remote Australia,1,Acceptable,Good,0
2675,2675,13,Remote Australia,1,Acceptable,Good,0
2678,2678,11,Inner Regional Australia,1,Good,Good,0
2680,2680,12,Outer Regional Australia,1,Acceptable,Good,0
2681,2681,12,Outer Regional Australia,1,Acceptable,Good,0
2700,2700,12,Outer Regional Australia,1,Acceptable,Good,0
2701,2701,11,Inner Regional Australia,0.9119764,Good,Good,0
2701,2701,12,Outer Regional Australia,0.0880236,Acceptable,Good,0
2702,2702,12,Outer Regional Australia,1,Acceptable,Good,0
2703,2703,12,Outer Regional Australia,1,Acceptable,Good,0
2705,2705,12,Outer Regional Australia,1,Acceptable,Good,0
2706,2706,12,Outer Regional Australia,1,Acceptable,Good,0
2707,2707,12,Outer Regional Australia,1,Acceptable,Good,0
2710,2710,11,Inner Regional Australia,0.7223723,Good,Good,0
2710,2710,12,Outer Regional Australia,0.2770067,Acceptable,Good,0
2710,2710,13,Remote Australia,0.0006209,Acceptable,Good,1
2711,2711,12,Outer Regional Australia,0.7527311,Acceptable,Good,0
2711,2711,13,Remote Australia,0.2472689,Acceptable,Good,0
2712,2712,12,Outer Regional Australia,1,Acceptable,Good,0
2713,2713,11,Inner Regional Australia,0.6811131,Good,Good,0
2713,2713,12,Outer Regional Australia,0.3188869,Acceptable,Good,0
2714,2714,11,Inner Regional Australia,0.9772501,Good,Good,0
2714,2714,12,Outer Regional Australia,0.0227499,Acceptable,Good,0
2715,2715,12,Outer Regional Australia,0.7899776,Acceptable,Good,0
2715,2715,13,Remote Australia,0.2100224,Acceptable,Good,0
2716,2716,12,Outer Regional Australia,1,Acceptable,Good,0
2717,2717,12,Outer Regional Australia,1,Acceptable,Good,0
2720,2720,11,Inner Regional Australia,0.9386922,Good,Good,0
2720,2720,12,Outer Regional Australia,0.0613078,Acceptable,Good,0
2721,2721,12,Outer Regional Australia,1,Acceptable,Good,0
2722,2722,11,Inner Regional Australia,0.783922,Good,Good,0
2722,2722,12,Outer Regional Australia,0.216078,Acceptable,Good,0
2725,2725,12,Outer Regional Australia,1,Acceptable,Good,0
2726,2726,11,Inner Regional Australia,0.0532283,Good,Good,0
2726,2726,12,Outer Regional Australia,0.9467717,Acceptable,Good,0
2727,2727,12,Outer Regional Australia,1,Acceptable,Good,0
2729,2729,11,Inner Regional Australia,0.8319657,Good,Good,0
2729,2729,12,Outer Regional Australia,0.1680343,Acceptable,Good,0
2730,2730,12,Outer Regional Australia,1,Acceptable,Good,0
2731,2731,11,Inner Regional Australia,0.9331113,Good,Good,0
2731,2731,12,Outer Regional Australia,0.0668887,Acceptable,Good,0
2732,2732,12,Outer Regional Australia,1,Acceptable,Good,0
2733,2733,12,Outer Regional Australia,1,Acceptable,Good,0
2734,2734,12,Outer Regional Australia,0.9621847,Acceptable,Good,0
2734,2734,13,Remote Australia,0.0378153,Acceptable,Good,0
2735,2735,12,Outer Regional Australia,1,Acceptable,Good,0
2736,2736,12,Outer Regional Australia,1,Acceptable,Good,0
2737,2737,12,Outer Regional Australia,0.9855395,Acceptable,Good,0
2737,2737,13,Remote Australia,0.0144605,Acceptable,Good,0
2738,2738,12,Outer Regional Australia,0.9547552,Acceptable,Good,0
2738,2738,13,Remote Australia,0.0452448,Acceptable,Good,0
2739,2739,12,Outer Regional Australia,1,Acceptable,Good,0
2745,2745,10,Major Cities of Australia,0.8613113,Good,Good,0
2745,2745,11,Inner Regional Australia,0.1386887,Good,Good,0
2747,2747,10,Major Cities of Australia,1,Good,Good,0
2748,2748,10,Major Cities of Australia,1,Good,Good,0
2749,2749,10,Major Cities of Australia,1,Good,Good,0
2750,2750,10,Major Cities of Australia,1,Good,Good,0
2752,2752,11,Inner Regional Australia,1,Good,Good,0
2753,2753,10,Major Cities of Australia,0.812136,Good,Good,0
2753,2753,11,Inner Regional Australia,0.187864,Good,Good,0
2754,2754,10,Major Cities of Australia,0.9020705,Good,Good,0
2754,2754,11,Inner Regional Australia,0.0979295,Good,Good,0
2756,2756,10,Major Cities of Australia,0.7187915,Good,Good,0
2756,2756,11,Inner Regional Australia,0.2716444,Good,Good,0
2756,2756,12,Outer Regional Australia,0.009564,Acceptable,Good,1
2757,2757,11,Inner Regional Australia,1,Good,Good,0
2758,2758,11,Inner Regional Australia,0.9999995,Good,Good,0
2758,2758,12,Outer Regional Australia,5.00E-07,Acceptable,Good,1
2759,2759,10,Major Cities of Australia,1,Good,Good,0
2760,2760,10,Major Cities of Australia,1,Good,Good,0
2761,2761,10,Major Cities of Australia,1,Good,Good,0
2762,2762,10,Major Cities of Australia,1,Good,Good,0
2763,2763,10,Major Cities of Australia,1,Good,Good,0
2765,2765,10,Major Cities of Australia,0.9813898,Good,Good,0
2765,2765,11,Inner Regional Australia,0.0186102,Good,Good,0
2766,2766,10,Major Cities of Australia,1,Good,Good,0
2767,2767,10,Major Cities of Australia,1,Good,Good,0
2768,2768,10,Major Cities of Australia,1,Good,Good,0
2769,2769,10,Major Cities of Australia,1,Good,Good,0
2770,2770,10,Major Cities of Australia,1,Good,Good,0
2773,2773,10,Major Cities of Australia,1,Good,Good,0
2774,2774,10,Major Cities of Australia,1,Good,Good,0
2775,2775,11,Inner Regional Australia,0.9999901,Good,Good,0
2775,2775,12,Outer Regional Australia,9.90E-06,Acceptable,Good,1
2776,2776,10,Major Cities of Australia,1,Good,Good,0
2777,2777,10,Major Cities of Australia,1,Good,Good,0
2778,2778,10,Major Cities of Australia,0.9999986,Good,Good,0
2778,2778,11,Inner Regional Australia,1.40E-06,Good,Good,1
2779,2779,10,Major Cities of Australia,1,Good,Good,0
2780,2780,10,Major Cities of Australia,0.9535607,Good,Good,0
2780,2780,11,Inner Regional Australia,0.0464393,Good,Good,0
2782,2782,10,Major Cities of Australia,0.9999992,Good,Good,0
2782,2782,11,Inner Regional Australia,8.00E-07,Good,Good,1
2783,2783,10,Major Cities of Australia,1,Good,Good,0
2784,2784,10,Major Cities of Australia,1,Good,Good,0
2785,2785,11,Inner Regional Australia,1,Good,Good,0
2786,2786,11,Inner Regional Australia,0.9999914,Good,Good,0
2786,2786,12,Outer Regional Australia,8.60E-06,Acceptable,Good,1
2787,2787,11,Inner Regional Australia,0.9571785,Good,Good,0
2787,2787,12,Outer Regional Australia,0.0428215,Acceptable,Good,0
2790,2790,11,Inner Regional Australia,0.9999929,Good,Good,0
2790,2790,12,Outer Regional Australia,7.10E-06,Acceptable,Good,1
2791,2791,11,Inner Regional Australia,1,Good,Good,0
2792,2792,11,Inner Regional Australia,0.0994849,Good,Good,0
2792,2792,12,Outer Regional Australia,0.9005151,Acceptable,Good,0
2793,2793,11,Inner Regional Australia,0.2140796,Good,Good,0
2793,2793,12,Outer Regional Australia,0.7859204,Acceptable,Good,0
2794,2794,11,Inner Regional Australia,0.9139781,Good,Good,0
2794,2794,12,Outer Regional Australia,0.0860219,Acceptable,Good,0
2795,2795,11,Inner Regional Australia,0.9768334,Good,Good,0
2795,2795,12,Outer Regional Australia,0.0231666,Acceptable,Good,0
2797,2797,12,Outer Regional Australia,1,Acceptable,Good,0
2798,2798,11,Inner Regional Australia,1,Good,Good,0
2799,2799,11,Inner Regional Australia,0.944183,Good,Good,0
2799,2799,12,Outer Regional Australia,0.055817,Acceptable,Good,0
2800,2800,11,Inner Regional Australia,0.9881343,Good,Good,0
2800,2800,12,Outer Regional Australia,0.0118657,Acceptable,Good,0
2803,2803,12,Outer Regional Australia,1,Acceptable,Good,0
2804,2804,11,Inner Regional Australia,0.5111352,Good,Good,0
2804,2804,12,Outer Regional Australia,0.4888648,Acceptable,Good,0
