SA2_MAINCODE_2016,SA2_NAME_2016,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
310021278,Esk,310021278,Esk,1,Good,Good,0
310021279,Lake Manchester - England Creek,310021279,Lake Manchester - England Creek,0.9999999,Good,Good,0
310021280,Lockyer Valley - East,310021280,Lockyer Valley - East,1,Good,Good,0
310021281,Lowood,310021281,Lowood,1,Good,Good,0
310021282,Rosewood,310021282,Rosewood,1,Good,Good,0
310031283,Brassall,310031291,Leichhardt - One Mile,1.00E-07,Good,Good,1
310031283,Brassall,310031288,Ipswich - North,1.00E-07,Good,Good,1
310031283,Brassall,310031283,Brassall,0.9999998,Good,Good,0
310031284,Bundamba,310031287,Ipswich - East,1.00E-07,Good,Good,1
310031284,Bundamba,310031284,Bundamba,0.9999998,Good,Good,0
310031285,Churchill - Yamanto,310031291,Leichhardt - One Mile,1.00E-07,Good,Good,1
310031285,Churchill - Yamanto,310021282,Rosewood,1.00E-07,Good,Good,1
310031285,Churchill - Yamanto,310031285,Churchill - Yamanto,0.9999997,Good,Good,0
310031286,Ipswich - Central,310031292,North Ipswich - Tivoli,1.00E-07,Good,Good,1
310031286,Ipswich - Central,310031286,Ipswich - Central,0.9999998,Good,Good,0
310031287,Ipswich - East,310031292,North Ipswich - Tivoli,1.00E-07,Good,Good,1
310031287,Ipswich - East,310031286,Ipswich - Central,1.00E-07,Good,Good,1
310031287,Ipswich - East,310031284,Bundamba,1.00E-07,Good,Good,1
310031287,Ipswich - East,310031287,Ipswich - East,0.9999998,Good,Good,0
310031288,Ipswich - North,310031288,Ipswich - North,0.9999999,Good,Good,0
310031289,Karalee - Barellan Point,310031290,Karana Downs,1.00E-07,Good,Good,1
310031289,Karalee - Barellan Point,310031289,Karalee - Barellan Point,0.9999998,Good,Good,0
310031290,Karana Downs,310031290,Karana Downs,0.9999999,Good,Good,0
310031291,Leichhardt - One Mile,310021282,Rosewood,1.00E-07,Good,Good,1
310031291,Leichhardt - One Mile,310031291,Leichhardt - One Mile,0.9999998,Good,Good,0
310031292,North Ipswich - Tivoli,310031287,Ipswich - East,1.00E-07,Good,Good,1
310031292,North Ipswich - Tivoli,310031292,North Ipswich - Tivoli,0.9999998,Good,Good,0
310031293,Raceview,310031285,Churchill - Yamanto,1.00E-07,Good,Good,1
310031293,Raceview,310031287,Ipswich - East,1.00E-07,Good,Good,1
310031293,Raceview,310031293,Raceview,0.9999998,Good,Good,0
310031294,Ripley,310031294,Ripley,0.9999999,Good,Good,0
310031295,Riverview,310031289,Karalee - Barellan Point,1.00E-07,Good,Good,1
310031295,Riverview,310031295,Riverview,0.9999998,Good,Good,0
310041296,Bellbird Park - Brookwater,310041566,Bellbird Park,0.4041738,Poor,Good,0
310041296,Bellbird Park - Brookwater,310041565,Augustine Heights - Brookwater,0.595826,Poor,Good,0
310041297,Camira - Gailes,310041300,Goodna,1.00E-07,Good,Good,1
310041297,Camira - Gailes,310041297,Camira - Gailes,0.9999998,Good,Good,0
310041298,Carole Park,310041297,Camira - Gailes,2.00E-07,Good,Good,1
310041298,Carole Park,310041298,Carole Park,0.9999997,Good,Good,0
310041299,Collingwood Park - Redbank,310041302,Redbank Plains,1.00E-07,Good,Good,1
310041299,Collingwood Park - Redbank,310041299,Collingwood Park - Redbank,0.9999998,Good,Good,0
310041300,Goodna,310041566,Bellbird Park,1.00E-07,Poor,Good,1
310041300,Goodna,310041299,Collingwood Park - Redbank,2.00E-07,Good,Good,1
310041300,Goodna,310041300,Goodna,0.9999997,Good,Good,0
310041301,New Chum,310041299,Collingwood Park - Redbank,1.00E-07,Good,Good,1
310041301,New Chum,310031295,Riverview,1.00E-07,Good,Good,1
310041301,New Chum,310031284,Bundamba,1.00E-07,Good,Good,1
310041301,New Chum,310041301,New Chum,0.9999998,Good,Good,0
310041302,Redbank Plains,310031294,Ripley,1.00E-07,Good,Good,1
310041302,Redbank Plains,310041302,Redbank Plains,0.9999998,Good,Good,0
310041303,Springfield,310041297,Camira - Gailes,1.00E-07,Good,Good,1
310041303,Springfield,310041565,Augustine Heights - Brookwater,1.00E-07,Poor,Good,1
310041303,Springfield,310041303,Springfield,0.9999997,Good,Good,0
310041304,Springfield Lakes,310031294,Ripley,3.00E-07,Good,Good,1
310041304,Springfield Lakes,310041304,Springfield Lakes,0.9999997,Good,Good,0
311011305,Beaudesert,112021247,Kyogle,0.0002921,Good,Good,1
311011305,Beaudesert,311011305,Beaudesert,0.9997079,Good,Good,0
311021306,Beenleigh,311051325,Loganholme - Tanah Merah,1.00E-07,Good,Good,1
311021306,Beenleigh,311021307,Eagleby,1.00E-07,Good,Good,1
311021306,Beenleigh,311021308,Edens Landing - Holmview,1.00E-07,Good,Good,1
311021306,Beenleigh,311021306,Beenleigh,0.9999997,Good,Good,0
311021307,Eagleby,309071552,Ormeau (East) - Stapylton,1.00E-07,Poor,Good,1
311021307,Eagleby,311021307,Eagleby,0.9999998,Good,Good,0
311021308,Edens Landing - Holmview,311051323,Bethania - Waterford,1.00E-07,Good,Good,1
311021308,Edens Landing - Holmview,311021308,Edens Landing - Holmview,0.9999998,Good,Good,0
311021309,Mount Warren Park,309071553,Ormeau (West) - Yatala,1.00E-07,Poor,Good,1
311021309,Mount Warren Park,311021306,Beenleigh,1.00E-07,Good,Good,1
311021309,Mount Warren Park,311021309,Mount Warren Park,0.9999998,Good,Good,0
311021310,Wolffdene - Bahrs Scrub,311041322,Logan Village,1.00E-07,Good,Good,1
311021310,Wolffdene - Bahrs Scrub,311021310,Wolffdene - Bahrs Scrub,0.9999999,Good,Good,0
311031311,Boronia Heights - Park Ridge,311031313,Chambers Flat - Logan Reserve,4.60E-06,Good,Good,1
311031311,Boronia Heights - Park Ridge,311031311,Boronia Heights - Park Ridge,0.9999953,Good,Good,0
311031312,Browns Plains,303051075,Parkinson - Drewvale,1.00E-07,Good,Good,1
311031312,Browns Plains,311061331,Logan Central,1.00E-07,Good,Good,1
311031312,Browns Plains,311031319,Regents Park - Heritage Park,1.00E-07,Good,Good,1
311031312,Browns Plains,311031312,Browns Plains,0.9999997,Good,Good,0
311031313,Chambers Flat - Logan Reserve,311031314,Crestmead,9.00E-07,Good,Good,1
311031313,Chambers Flat - Logan Reserve,311031313,Chambers Flat - Logan Reserve,0.999999,Good,Good,0
311031314,Crestmead,311031319,Regents Park - Heritage Park,1.00E-07,Good,Good,1
311031314,Crestmead,311031317,Marsden,1.00E-07,Good,Good,1
311031314,Crestmead,311031314,Crestmead,0.9999998,Good,Good,0
311031315,Greenbank Military Camp,311031315,Greenbank Military Camp,0.9999999,Good,Good,0
311031316,Hillcrest,311031315,Greenbank Military Camp,1.00E-07,Good,Good,1
311031316,Hillcrest,311031316,Hillcrest,0.9999998,Good,Good,0
311031317,Marsden,311061330,Kingston (Qld),1.00E-07,Good,Good,1
311031317,Marsden,311031314,Crestmead,1.00E-07,Good,Good,1
311031317,Marsden,311031312,Browns Plains,1.00E-07,Good,Good,1
311031317,Marsden,311031317,Marsden,0.9999998,Good,Good,0
311031318,Munruben - Park Ridge South,311031318,Munruben - Park Ridge South,0.9999999,Good,Good,0
311031319,Regents Park - Heritage Park,311031312,Browns Plains,1.00E-07,Good,Good,1
311031319,Regents Park - Heritage Park,311031311,Boronia Heights - Park Ridge,1.00E-07,Good,Good,1
311031319,Regents Park - Heritage Park,311031319,Regents Park - Heritage Park,0.9999998,Good,Good,0
311041320,Greenbank,311041569,Greenbank - North Maclean,0.2812827,Poor,Good,0
311041320,Greenbank,311041568,Flagstone (West) - New Beith,0.7187172,Poor,Good,0
311041321,Jimboomba,311041567,Flagstone (East) - Riverbend,0.1158333,Poor,Good,0
311041321,Jimboomba,311041571,Yarrabilba,0.1565015,Poor,Good,0
311041321,Jimboomba,311041570,Jimboomba - Glenlogan,0.7276652,Poor,Good,0
311041322,Logan Village,311041571,Yarrabilba,1.00E-07,Poor,Good,1
311041322,Logan Village,311041322,Logan Village,0.9999998,Good,Good,0
311051323,Bethania - Waterford,311041322,Logan Village,1.00E-07,Good,Good,1
311051323,Bethania - Waterford,311051328,Waterford West,1.00E-07,Good,Good,1
311051323,Bethania - Waterford,311051323,Bethania - Waterford,0.9999998,Good,Good,0
311051324,Cornubia - Carbrook,311051324,Cornubia - Carbrook,0.9999999,Good,Good,0
311051325,Loganholme - Tanah Merah,311051325,Loganholme - Tanah Merah,0.9999998,Good,Good,0
311051326,Loganlea,311051323,Bethania - Waterford,1.00E-07,Good,Good,1
311051326,Loganlea,311061330,Kingston (Qld),1.00E-07,Good,Good,1
311051326,Loganlea,311051326,Loganlea,0.9999998,Good,Good,0
311051327,Shailer Park,311061329,Daisy Hill,1.00E-07,Good,Good,1
311051327,Shailer Park,311051327,Shailer Park,0.9999998,Good,Good,0
311051328,Waterford West,311051323,Bethania - Waterford,1.00E-07,Good,Good,1
311051328,Waterford West,311031317,Marsden,1.00E-07,Good,Good,1
311051328,Waterford West,311051326,Loganlea,1.00E-07,Good,Good,1
311051328,Waterford West,311051328,Waterford West,0.9999997,Good,Good,0
311061329,Daisy Hill,311061332,Rochedale South - Priestdale,1.00E-07,Good,Good,1
311061329,Daisy Hill,311061334,Springwood,1.00E-07,Good,Good,1
311061329,Daisy Hill,311061329,Daisy Hill,0.9999998,Good,Good,0
311061330,Kingston (Qld.),311061333,Slacks Creek,1.00E-07,Good,Good,1
311061330,Kingston (Qld.),311061331,Logan Central,1.00E-07,Good,Good,1
311061330,Kingston (Qld.),311031317,Marsden,1.00E-07,Good,Good,1
311061330,Kingston (Qld.),311051326,Loganlea,1.00E-07,Good,Good,1
311061330,Kingston (Qld.),311061330,Kingston (Qld),0.9999996,Good,Good,0
311061331,Logan Central,311061336,Woodridge,1.00E-07,Good,Good,1
311061331,Logan Central,311061330,Kingston (Qld),1.00E-07,Good,Good,1
311061331,Logan Central,303051073,Calamvale - Stretton,1.00E-07,Good,Good,1
311061331,Logan Central,311061331,Logan Central,0.9999997,Good,Good,0
311061332,Rochedale South - Priestdale,303031064,Rochedale - Burbank,1.00E-07,Good,Good,1
311061332,Rochedale South - Priestdale,311061332,Rochedale South - Priestdale,0.9999999,Good,Good,0
311061333,Slacks Creek,311051326,Loganlea,1.00E-07,Good,Good,1
311061333,Slacks Creek,311061333,Slacks Creek,0.9999998,Good,Good,0
311061334,Springwood,311061332,Rochedale South - Priestdale,1.00E-07,Good,Good,1
311061334,Springwood,311061329,Daisy Hill,1.00E-07,Good,Good,1
311061334,Springwood,311061334,Springwood,0.9999998,Good,Good,0
311061335,Underwood,311061332,Rochedale South - Priestdale,1.00E-07,Good,Good,1
311061335,Underwood,303061077,Kuraby,1.00E-07,Good,Good,1
311061335,Underwood,311061335,Underwood,0.9999998,Good,Good,0
311061336,Woodridge,311061331,Logan Central,1.00E-07,Good,Good,1
311061336,Woodridge,311061335,Underwood,1.00E-07,Good,Good,1
311061336,Woodridge,303051073,Calamvale - Stretton,1.00E-07,Good,Good,1
311061336,Woodridge,311061336,Woodridge,0.9999998,Good,Good,0
312011337,Bowen,312011340,Collinsville,1.00E-07,Good,Good,1
312011337,Bowen,312011337,Bowen,0.9999999,Good,Good,0
312011338,Broadsound - Nebo,312011338,Broadsound - Nebo,1,Good,Good,0
312011339,Clermont,312011339,Clermont,1,Good,Good,0
312011340,Collinsville,312011340,Collinsville,1,Good,Good,0
312011341,Moranbah,312011341,Moranbah,1,Good,Good,0
312021342,Andergrove - Beaconsfield,312021344,Eimeo - Rural View,1.00E-07,Good,Good,1
312021342,Andergrove - Beaconsfield,312021342,Andergrove - Beaconsfield,0.9999998,Good,Good,0
312021343,East Mackay,312021356,South Mackay,1.00E-07,Good,Good,1
312021343,East Mackay,,,3.00E-07,Good,Good,5
312021343,East Mackay,312021343,East Mackay,0.9999996,Acceptable,Good,0
312021344,Eimeo - Rural View,312021348,Mount Pleasant - Glenella,0.0039131,Good,Good,1
312021344,Eimeo - Rural View,312021344,Eimeo - Rural View,0.9960868,Good,Good,0
312021345,Eungella Hinterland,312021345,Eungella Hinterland,1,Good,Good,0
312021346,Mackay,312021358,West Mackay,1.00E-07,Good,Good,1
312021346,Mackay,,,1.00E-07,Good,Good,5
312021346,Mackay,312021346,Mackay,0.9999997,Good,Good,0
312021347,Mackay Harbour,,,1.00E-07,Good,Good,5
312021347,Mackay Harbour,312021347,Mackay Harbour,0.9999999,Good,Good,0
312021348,Mount Pleasant - Glenella,312021342,Andergrove - Beaconsfield,1.00E-07,Good,Good,1
312021348,Mount Pleasant - Glenella,312021348,Mount Pleasant - Glenella,0.9999998,Good,Good,0
312021349,North Mackay,,,1.00E-07,Good,Good,5
312021349,North Mackay,312021349,North Mackay,0.9999998,Good,Good,0
312021350,Ooralea - Bakers Creek,312021357,Walkerston - Eton,1.00E-07,Good,Good,1
312021350,Ooralea - Bakers Creek,312021350,Ooralea - Bakers Creek,0.9999999,Good,Good,0
312021351,Pioneer Valley,312021351,Pioneer Valley,1,Good,Good,0
312021352,Sarina,312021352,Sarina,1,Good,Good,0
312021353,Seaforth - Calen,312021353,Seaforth - Calen,1,Good,Good,0
312021354,Shoal Point - Bucasia,,,1.00E-07,Good,Good,5
312021354,Shoal Point - Bucasia,312021353,Seaforth - Calen,1.00E-07,Good,Good,1
312021354,Shoal Point - Bucasia,312021354,Shoal Point - Bucasia,0.9999999,Good,Good,0
312021355,Slade Point,,,1.00E-07,Good,Good,5
312021355,Slade Point,312021342,Andergrove - Beaconsfield,1.00E-07,Good,Good,1
312021355,Slade Point,312021355,Slade Point,0.9999999,Good,Good,0
312021356,South Mackay,312021350,Ooralea - Bakers Creek,1.00E-07,Good,Good,1
312021356,South Mackay,312021358,West Mackay,1.00E-07,Good,Good,1
312021356,South Mackay,312021356,South Mackay,0.9999998,Good,Good,0
312021357,Walkerston - Eton,312021357,Walkerston - Eton,1,Good,Good,0
312021358,West Mackay,312021350,Ooralea - Bakers Creek,1.00E-07,Good,Good,1
312021358,West Mackay,,,1.00E-07,Good,Good,5
312021358,West Mackay,312021358,West Mackay,0.9999998,Good,Good,0
312031359,Airlie - Whitsundays,,,0.0002976,Good,Good,5
312031359,Airlie - Whitsundays,312031359,Airlie - Whitsundays,0.9997023,Poor,Good,0
312031360,Cape Conway,312031360,Cape Conway,0.9999999,Good,Good,0
312031361,Proserpine,312031361,Proserpine,1,Good,Good,0
313011362,Beachmere - Sandstone Point,313011362,Beachmere - Sandstone Point,0.9999999,Good,Good,0
313011363,Bribie Island,,,1.00E-07,Good,Good,5
313011363,Bribie Island,313011363,Bribie Island,0.9999999,Good,Good,0
313021364,Burpengary - East,313011362,Beachmere - Sandstone Point,1.00E-07,Good,Good,1
313021364,Burpengary - East,313021364,Burpengary - East,0.9999999,Good,Good,0
313021365,Caboolture,313021573,Caboolture - West,0.3302813,Poor,Good,0
313021365,Caboolture,313021572,Caboolture - East,0.6697186,Poor,Good,0
313021366,Caboolture - South,313021366,Caboolture - South,0.9999998,Good,Good,0
313021367,Elimbah,313021367,Elimbah,0.9999999,Good,Good,0
313021368,Morayfield - East,313021364,Burpengary - East,1.00E-07,Good,Good,1
313021368,Morayfield - East,313021366,Caboolture - South,1.00E-07,Good,Good,1
313021368,Morayfield - East,313021368,Morayfield - East,0.9999998,Good,Good,0
313021369,Wamuran,313021369,Wamuran,0.9999999,Good,Good,0
313031370,Kilcoy,313031370,Kilcoy,1,Good,Good,0
313031371,Woodford - D'Aguilar,313031371,Woodford - D'Aguilar,1,Good,Good,0
313041372,Burpengary,313041374,Morayfield,1.00E-07,Good,Good,1
313041372,Burpengary,313041372,Burpengary,0.9999998,Good,Good,0
313041373,Deception Bay,313041373,Deception Bay,0.9999999,Good,Good,0
313041374,Morayfield,313041375,Narangba,1.00E-07,Good,Good,1
313041374,Morayfield,313041376,Upper Caboolture,1.00E-07,Good,Good,1
313041374,Morayfield,313041374,Morayfield,0.9999998,Good,Good,0
313041375,Narangba,314011384,Dayboro,1.00E-07,Good,Good,1
313041375,Narangba,313041375,Narangba,0.9999999,Good,Good,0
313041376,Upper Caboolture,313041376,Upper Caboolture,0.9999999,Good,Good,0
313051377,Clontarf,,,1.00E-07,Good,Good,5
313051377,Clontarf,313051377,Clontarf,0.9999998,Good,Good,0
313051378,Margate - Woody Point,,,1.00E-07,Good,Good,5
313051378,Margate - Woody Point,313051379,Redcliffe,1.00E-07,Good,Good,1
313051378,Margate - Woody Point,313051378,Margate - Woody Point,0.9999998,Good,Good,0
313051379,Redcliffe,313051380,Rothwell - Kippa-Ring,1.00E-07,Good,Good,1
313051379,Redcliffe,313051575,Scarborough - Newport,1.00E-07,Poor,Good,1
313051379,Redcliffe,,,1.00E-07,Good,Good,5
313051379,Redcliffe,313051379,Redcliffe,0.9999998,Good,Good,0
313051380,Rothwell - Kippa-Ring,313051575,Scarborough - Newport,1.00E-07,Poor,Good,1
313051380,Rothwell - Kippa-Ring,313051380,Rothwell - Kippa-Ring,0.9999998,Good,Good,0
313051542,Scarborough - Newport - Moreton Island,,,1.00E-07,Good,Good,5
313051542,Scarborough - Newport - Moreton Island,313051575,Scarborough - Newport,0.0442284,Poor,Good,0
313051542,Scarborough - Newport - Moreton Island,313051574,Moreton Island,0.9557716,Good,Good,0
314011382,Albany Creek,314011386,The Hills District,1.00E-07,Good,Good,1
314011382,Albany Creek,314031394,Strathpine - Brendale,1.00E-07,Good,Good,1
314011382,Albany Creek,302011023,Bridgeman Downs,1.00E-07,Good,Good,1
314011382,Albany Creek,314011382,Albany Creek,0.9999998,Good,Good,0
314011383,Cashmere,314011384,Dayboro,1.00E-07,Good,Good,1
314011383,Cashmere,314011383,Cashmere,0.9999998,Good,Good,0
314011384,Dayboro,314011384,Dayboro,1,Good,Good,0
314011385,Eatons Hill,314011383,Cashmere,1.00E-07,Good,Good,1
314011385,Eatons Hill,314011385,Eatons Hill,0.9999998,Good,Good,0
314011386,The Hills District,314011387,Samford Valley,1.00E-07,Good,Good,1
314011386,The Hills District,314011386,The Hills District,0.9999999,Good,Good,0
314011387,Samford Valley,314011387,Samford Valley,1,Good,Good,0
314021388,Dakabin - Kallangur,314021576,Dakabin,0.3346205,Poor,Good,0
314021388,Dakabin - Kallangur,314021577,Kallangur,0.6653793,Poor,Good,0
314021389,Murrumba Downs - Griffin,314021578,Mango Hill,1.00E-07,Poor,Good,1
314021389,Murrumba Downs - Griffin,314021389,Murrumba Downs - Griffin,0.9999999,Good,Good,0
314021390,North Lakes - Mango Hill,314021579,North Lakes,0.4345945,Poor,Good,0
314021390,North Lakes - Mango Hill,314021578,Mango Hill,0.5654053,Poor,Good,0
314031391,Bray Park,314011383,Cashmere,1.00E-07,Good,Good,1
314031391,Bray Park,314031394,Strathpine - Brendale,1.00E-07,Good,Good,1
314031391,Bray Park,314031392,Lawnton,2.00E-07,Good,Good,1
314031391,Bray Park,314031391,Bray Park,0.9999997,Good,Good,0
314031392,Lawnton,314031393,Petrie,1.00E-07,Good,Good,1
314031392,Lawnton,314031394,Strathpine - Brendale,1.00E-07,Good,Good,1
314031392,Lawnton,314031392,Lawnton,0.9999997,Good,Good,0
314031393,Petrie,314021577,Kallangur,1.00E-07,Poor,Good,1
314031393,Petrie,314031392,Lawnton,1.00E-07,Good,Good,1
314031393,Petrie,314031393,Petrie,0.9999998,Good,Good,0
314031394,Strathpine - Brendale,314031392,Lawnton,1.00E-07,Good,Good,1
314031394,Strathpine - Brendale,314031394,Strathpine - Brendale,0.9999998,Good,Good,0
315011395,Aurukun,315011395,Aurukun,1,Good,Good,0
315011396,Cape York,,,4.00E-07,Good,Good,5
315011396,Cape York,315011396,Cape York,0.9999996,Good,Good,0
315011397,Croydon - Etheridge,315011397,Croydon - Etheridge,1,Good,Good,0
315011398,Kowanyama - Pormpuraaw,315011396,Cape York,1.00E-07,Good,Good,1
315011398,Kowanyama - Pormpuraaw,315011398,Kowanyama - Pormpuraaw,0.9999999,Good,Good,0
315011399,Northern Peninsula,315011399,Northern Peninsula,1,Good,Good,0
315011400,Tablelands,315011400,Tablelands,1,Good,Good,0
315011401,Torres,,,1.00E-07,Good,Good,5
315011401,Torres,315011401,Torres,0.9999999,Poor,Good,0
315011402,Torres Strait Islands,,,0.0001605,Good,Good,5
315011402,Torres Strait Islands,315011402,Torres Strait Islands,0.9998395,Poor,Good,0
315011403,Weipa,315011396,Cape York,1.00E-07,Good,Good,1
315011403,Weipa,,,0.0221374,Good,Good,3
315011403,Weipa,315011403,Weipa,0.9778625,Good,Good,0
315021404,Carpentaria,702021055,Barkly,3.50E-06,Good,Good,1
315021404,Carpentaria,702051066,Gulf,2.41E-05,Good,Good,1
315021404,Carpentaria,315021404,Carpentaria,0.9999724,Good,Good,0
315021405,Mount Isa,315021406,Mount Isa Surrounds,1.00E-07,Good,Good,1
315021405,Mount Isa,315021405,Mount Isa,0.9999999,Good,Good,0
315021406,Mount Isa Region,315021405,Mount Isa,7.00E-05,Good,Good,1
315021406,Mount Isa Region,315021406,Mount Isa Surrounds,0.99993,Good,Good,0
315021407,Northern Highlands,315021407,Northern Highlands,1,Good,Good,0
315031408,Barcaldine - Blackall,315031408,Barcaldine - Blackall,1,Good,Good,0
315031409,Charleville,315031409,Charleville,1,Good,Good,0
