SA2_MAINCODE_2016,SA2_NAME_2016,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
801091102,Garran,802,Canberra,1,Good,Good,0
801091103,Hughes,802,Canberra,1,Good,Good,0
801091104,Isaacs,801,Bean,1,Good,Good,0
801091105,Lyons (ACT),802,Canberra,1,Good,Good,0
801091106,Mawson,801,Bean,1,Good,Good,0
801091107,O'Malley,801,Bean,1,Good,Good,0
801091108,Pearce,801,Bean,1,Good,Good,0
801091109,Phillip,801,Bean,1,Good,Good,0
801091110,Torrens,801,Bean,1,Good,Good,0
801101134,Arboretum,801,Bean,0.002845,Good,Good,1
801101134,Arboretum,802,Canberra,0.997155,Good,Good,0
801101135,Coombs,801,Bean,1,Good,Good,0
801101136,Denman Prospect,801,Bean,1,Good,Good,0
801101137,Molonglo,801,Bean,1,Good,Good,0
801101138,Molonglo - North,801,Bean,1,Good,Good,0
801101139,Wright,801,Bean,1,Good,Good,0
801111140,ACT - South West,801,Bean,1,Good,Good,0
801111141,Namadgi,801,Bean,1,Good,Good,0
901011001,Christmas Island,701,Lingiari,1,Good,Good,0
901021002,Cocos (Keeling) Islands,701,Lingiari,1,Good,Good,0
901031003,Jervis Bay,803,Fenner,1,Good,Good,0
901041004,Norfolk Island,801,Bean,1,Good,Good,0
