POSTCODE,LGA_CODE_2022,LGA_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
2390,15300,Moree Plains,0.005056,Good,Good,1
2390,15750,Narrabri,0.9901298,Good,Good,0
2395,18020,Warrumbungle,1,Good,Good,0
2396,18020,Warrumbungle,1,Good,Good,0
2397,15300,Moree Plains,0.1351633,Good,Good,0
2397,15750,Narrabri,0.8648367,Good,Good,0
2398,15300,Moree Plains,1,Good,Good,0
2399,13660,Gwydir,0.0494697,Acceptable,Good,0
2399,15300,Moree Plains,0.9505303,Good,Good,0
2400,13660,Gwydir,0.0058524,Acceptable,Good,1
2400,15300,Moree Plains,0.9941476,Good,Good,0
2401,15300,Moree Plains,0.0000344,Good,Good,1
2401,13660,Gwydir,0.9999656,Acceptable,Good,0
2402,14220,Inverell,0.0065098,Good,Good,1
2402,13660,Gwydir,0.9934902,Acceptable,Good,0
2403,13660,Gwydir,0.2081834,Acceptable,Good,0
2403,14220,Inverell,0.7918166,Good,Good,0
2404,15300,Moree Plains,0.000003,Good,Good,1
2404,13660,Gwydir,0.999997,Acceptable,Good,0
2405,15300,Moree Plains,1,Good,Good,0
2406,33610,Goondiwindi,0.0128663,Good,Good,0
2406,30300,Balonne,0.1642771,Good,Good,0
2406,15300,Moree Plains,0.8228566,Good,Good,0
2408,13660,Gwydir,1,Acceptable,Good,0
2409,13660,Gwydir,0.0498173,Acceptable,Good,0
2409,15300,Moree Plains,0.9501827,Good,Good,0
2410,14220,Inverell,1,Good,Good,0
2411,15300,Moree Plains,0.0887836,Good,Good,0
2411,13660,Gwydir,0.9112164,Acceptable,Good,0
2415,12700,Dungog,0.0000157,Acceptable,Good,1
2415,15240,Mid-Coast,0.9999843,Good,Good,0
2420,12700,Dungog,1,Acceptable,Good,0
2421,15050,Maitland,0.022827,Acceptable,Good,0
2421,12700,Dungog,0.977173,Acceptable,Good,0
2422,17850,Walcha,0.0000006,Acceptable,Good,1
2422,15240,Mid-Coast,0.9999994,Good,Good,0
2423,15240,Mid-Coast,1,Good,Good,0
2424,15240,Mid-Coast,1,Good,Good,0
2425,15240,Mid-Coast,1,Good,Good,0
2426,15240,Mid-Coast,1,Good,Good,0
2427,15240,Mid-Coast,1,Good,Good,0
2428,15240,Mid-Coast,1,Good,Good,0
2429,16380,Port Macquarie-Hastings,0.0471517,Good,Good,0
2429,15240,Mid-Coast,0.9528483,Good,Good,0
2430,15240,Mid-Coast,1,Good,Good,0
2431,14350,Kempsey,1,Good,Good,0
2439,16380,Port Macquarie-Hastings,1,Good,Good,0
2440,16380,Port Macquarie-Hastings,0.0000009,Good,Good,1
2440,10180,Armidale,0.0026784,Good,Good,1
2440,14350,Kempsey,0.9973207,Good,Good,0
2441,15700,Nambucca Valley,0.19336,Good,Good,0
2441,16380,Port Macquarie-Hastings,0.3477758,Good,Good,0
2441,14350,Kempsey,0.4588642,Good,Good,0
2443,15240,Mid-Coast,0.167514,Good,Good,0
2443,16380,Port Macquarie-Hastings,0.832486,Good,Good,0
2444,16380,Port Macquarie-Hastings,1,Good,Good,0
2445,16380,Port Macquarie-Hastings,1,Good,Good,0
2446,17850,Walcha,0.0000027,Acceptable,Good,1
2446,16380,Port Macquarie-Hastings,0.9999973,Good,Good,0
2447,15700,Nambucca Valley,1,Good,Good,0
2448,10600,Bellingen,0.0033264,Good,Good,1
2448,15700,Nambucca Valley,0.9966736,Good,Good,0
2449,10600,Bellingen,0.0014207,Good,Good,1
2449,15700,Nambucca Valley,0.9985793,Good,Good,0
2450,11730,Clarence Valley,0.022305,Good,Good,0
2450,11800,Coffs Harbour,0.977695,Good,Good,0
2452,11800,Coffs Harbour,1,Good,Good,0
2453,11800,Coffs Harbour,0.0000027,Good,Good,1
2453,10180,Armidale,0.0542402,Good,Good,0
2453,11730,Clarence Valley,0.1609124,Good,Good,0
2453,10600,Bellingen,0.7848447,Good,Good,0
2454,15700,Nambucca Valley,0.0006351,Good,Good,1
2454,11800,Coffs Harbour,0.0123542,Good,Good,0
2454,10600,Bellingen,0.9870108,Good,Good,0
2455,10600,Bellingen,1,Good,Good,0
2456,11730,Clarence Valley,0.0012789,Good,Good,1
2456,11800,Coffs Harbour,0.9987211,Good,Good,0
2460,16610,Richmond Valley,0.0000002,Good,Good,1
2460,13010,Glen Innes Severn,0.0000003,Good,Good,1
2460,11800,Coffs Harbour,0.0000988,Good,Good,1
2460,11730,Clarence Valley,0.9999007,Good,Good,0
2462,11730,Clarence Valley,1,Good,Good,0
2463,11730,Clarence Valley,1,Good,Good,0
2464,11730,Clarence Valley,1,Good,Good,0
2465,11730,Clarence Valley,1,Good,Good,0
2466,11730,Clarence Valley,1,Good,Good,0
2469,16610,Richmond Valley,0.1624489,Good,Good,0
2469,17400,Tenterfield,0.1626673,Acceptable,Good,0
2469,14550,Kyogle,0.3319355,Acceptable,Good,0
2469,11730,Clarence Valley,0.3429483,Good,Good,0
2470,14850,Lismore,0.0010376,Good,Good,1
2470,14550,Kyogle,0.0290443,Acceptable,Good,0
2470,16610,Richmond Valley,0.9699181,Good,Good,0
2471,14850,Lismore,0.1218403,Good,Good,0
2471,16610,Richmond Valley,0.8781597,Good,Good,0
2472,11730,Clarence Valley,0.0000025,Good,Good,1
2472,14850,Lismore,0.0790596,Good,Good,0
2472,16610,Richmond Valley,0.9209379,Good,Good,0
2473,16610,Richmond Valley,1,Good,Good,0
2474,17550,Tweed,0.0000019,Good,Good,1
2474,14550,Kyogle,0.9999981,Acceptable,Good,0
2475,14550,Kyogle,0.129131,Acceptable,Good,0
2475,17400,Tenterfield,0.870869,Acceptable,Good,0
2476,17400,Tenterfield,0.4263827,Acceptable,Good,0
2476,14550,Kyogle,0.5736173,Acceptable,Good,0
2477,14850,Lismore,0.0069049,Good,Good,1
2477,10250,Ballina,0.9930951,Good,Good,0
2478,10250,Ballina,1,Good,Good,0
2479,10250,Ballina,0.21748,Good,Good,0
2479,11350,Byron,0.78252,Acceptable,Good,0
2480,10250,Ballina,0.0028308,Good,Good,1
2480,16610,Richmond Valley,0.0080545,Good,Good,1
2480,14550,Kyogle,0.0093421,Acceptable,Good,1
2480,11350,Byron,0.0281917,Acceptable,Good,0
2480,14850,Lismore,0.9515809,Good,Good,0
2481,10250,Ballina,0.0023389,Good,Good,1
2481,11350,Byron,0.9976611,Acceptable,Good,0
2482,11350,Byron,1,Acceptable,Good,0
2483,17550,Tweed,0.1649924,Good,Good,0
2483,11350,Byron,0.8350076,Acceptable,Good,0
2484,14550,Kyogle,0.0000004,Acceptable,Good,1
2484,17550,Tweed,0.9999996,Good,Good,0
2485,17550,Tweed,1,Good,Good,0
2486,17550,Tweed,1,Good,Good,0
2487,17550,Tweed,1,Good,Good,0
2488,17550,Tweed,1,Good,Good,0
2489,17550,Tweed,1,Good,Good,0
2490,17550,Tweed,1,Good,Good,0
2500,18450,Wollongong,1,Good,Good,0
2502,18450,Wollongong,1,Good,Good,0
2505,18450,Wollongong,1,Good,Good,0
2506,18450,Wollongong,1,Good,Good,0
2508,11500,Campbelltown (NSW),0.0000011,Good,Good,1
2508,17150,Sutherland,0.0000011,Good,Good,1
2508,18400,Wollondilly,0.0018261,Poor,Good,1
2508,18450,Wollongong,0.9981718,Good,Good,0
2515,18450,Wollongong,1,Good,Good,0
2516,18450,Wollongong,1,Good,Good,0
2517,18450,Wollongong,1,Good,Good,0
2518,18450,Wollongong,1,Good,Good,0
2519,18450,Wollongong,1,Good,Good,0
2525,18450,Wollongong,1,Good,Good,0
2526,18450,Wollongong,1,Good,Good,0
2527,14400,Kiama,0.0023045,Good,Good,1
2527,16900,Shellharbour,0.9976955,Good,Good,0
2528,18450,Wollongong,0.1108106,Good,Good,0
2528,16900,Shellharbour,0.8891894,Good,Good,0
2529,16900,Shellharbour,1,Good,Good,0
2530,18450,Wollongong,1,Good,Good,0
2533,14400,Kiama,1,Good,Good,0
2534,16950,Shoalhaven,0.0009811,Good,Good,1
2534,14400,Kiama,0.9990189,Good,Good,0
2535,14400,Kiama,0.0000025,Good,Good,1
2535,16950,Shoalhaven,0.9999975,Good,Good,0
2536,16950,Shoalhaven,0.0089887,Good,Good,1
2536,12750,Eurobodalla,0.9910113,Good,Good,0
2537,12750,Eurobodalla,1,Good,Good,0
2538,16950,Shoalhaven,1,Good,Good,0
2539,16950,Shoalhaven,1,Good,Good,0
2540,99399,Unincorp. Other Territories,0.0063865,Acceptable,Good,1
2540,16950,Shoalhaven,0.9936135,Good,Good,0
2541,16950,Shoalhaven,1,Good,Good,0
2545,12750,Eurobodalla,1,Good,Good,0
2546,17040,Snowy Monaro,0.000001,Good,Good,1
2546,10550,Bega Valley,0.2706451,Good,Good,0
2546,12750,Eurobodalla,0.7293539,Good,Good,0
2548,10550,Bega Valley,1,Good,Good,0
2549,10550,Bega Valley,1,Good,Good,0
2550,17040,Snowy Monaro,0.0000006,Good,Good,1
2550,12750,Eurobodalla,0.0000009,Good,Good,1
2550,10550,Bega Valley,0.9999985,Good,Good,0
2551,17040,Snowy Monaro,0.0000081,Good,Good,1
2551,10550,Bega Valley,0.9999919,Good,Good,0
2555,16350,Penrith,0.0568492,Good,Good,0
2555,14900,Liverpool,0.9431508,Good,Good,0
2556,11450,Camden,0.2244472,Acceptable,Good,0
2556,14900,Liverpool,0.7755528,Good,Good,0
2557,14900,Liverpool,0.0850831,Good,Good,0
2557,11450,Camden,0.9149169,Acceptable,Good,0
2558,11500,Campbelltown (NSW),1,Good,Good,0
2559,11500,Campbelltown (NSW),1,Good,Good,0
2560,18450,Wollongong,0.0000021,Good,Good,1
2560,18400,Wollondilly,0.0390977,Poor,Good,0
2560,11500,Campbelltown (NSW),0.9609002,Good,Good,0
2563,11500,Campbelltown (NSW),1,Good,Good,0
2564,11500,Campbelltown (NSW),1,Good,Good,0
2565,14900,Liverpool,0.0411056,Good,Good,0
2565,11500,Campbelltown (NSW),0.9588944,Good,Good,0
2566,11450,Camden,0.0000626,Acceptable,Good,1
2566,11500,Campbelltown (NSW),0.9999374,Good,Good,0
2567,11500,Campbelltown (NSW),0.0000002,Good,Good,1
2567,11450,Camden,0.9999998,Acceptable,Good,0
2568,18400,Wollondilly,1,Poor,Good,0
2569,18400,Wollondilly,1,Poor,Good,0
2570,18400,Wollondilly,0.1934444,Poor,Good,0
2570,11450,Camden,0.8065556,Acceptable,Good,0
2571,18350,Wingecarribee,0.044471,Good,Good,0
2571,18400,Wollondilly,0.955529,Poor,Good,0
2572,18400,Wollondilly,1,Poor,Good,0
2573,18400,Wollondilly,1,Poor,Good,0
2574,18450,Wollongong,0.0000025,Good,Good,1
2574,18350,Wingecarribee,0.0000092,Good,Good,1
2574,18400,Wollondilly,0.9999883,Poor,Good,0
2575,18350,Wingecarribee,1,Good,Good,0
2576,18350,Wingecarribee,1,Good,Good,0
2577,16900,Shellharbour,0.0000006,Good,Good,1
2577,14400,Kiama,0.0042479,Good,Good,1
2577,16950,Shoalhaven,0.0856664,Good,Good,0
2577,18350,Wingecarribee,0.9100852,Good,Good,0
2578,18350,Wingecarribee,1,Good,Good,0
2579,17640,Upper Lachlan,0.0339873,Acceptable,Good,0
2579,18350,Wingecarribee,0.4361127,Good,Good,0
2579,13310,Goulburn Mulwaree,0.5299001,Good,Good,0
2580,18350,Wingecarribee,0.0001387,Good,Good,1
2580,16100,Oberon,0.0009227,Acceptable,Good,1
2580,16490,Queanbeyan-Palerang,0.018141,Good,Good,0
2580,17640,Upper Lachlan,0.0463508,Acceptable,Good,0
2580,13310,Goulburn Mulwaree,0.9344468,Good,Good,0
2581,13310,Goulburn Mulwaree,0.0122604,Good,Good,0
2581,16490,Queanbeyan-Palerang,0.0525609,Good,Good,0
2581,18710,Yass Valley,0.0563068,Acceptable,Good,0
2581,17640,Upper Lachlan,0.8788719,Acceptable,Good,0
2582,13910,Hilltops,0.0066401,Good,Good,1
2582,17640,Upper Lachlan,0.0076576,Acceptable,Good,1
2582,18710,Yass Valley,0.9857023,Acceptable,Good,0
2583,13910,Hilltops,0.0180934,Good,Good,0
2583,17640,Upper Lachlan,0.9819066,Acceptable,Good,0
2584,18710,Yass Valley,1,Acceptable,Good,0
2585,13910,Hilltops,1,Good,Good,0
2586,13910,Hilltops,1,Good,Good,0
2587,13910,Hilltops,1,Good,Good,0
2588,12160,Cootamundra-Gundagai,1,Good,Good,0
2590,14300,Junee,0.038292,Acceptable,Good,0
2590,12160,Cootamundra-Gundagai,0.961708,Good,Good,0
2594,18100,Weddin,0.0018208,Good,Good,1
2594,12160,Cootamundra-Gundagai,0.0032256,Good,Good,1
2594,13910,Hilltops,0.9949536,Good,Good,0
2600,89399,Unincorporated ACT,1,Good,Good,0
2601,89399,Unincorporated ACT,1,Good,Good,0
2602,89399,Unincorporated ACT,1,Good,Good,0
2603,89399,Unincorporated ACT,1,Good,Good,0
2604,89399,Unincorporated ACT,1,Good,Good,0
2605,89399,Unincorporated ACT,1,Good,Good,0
2606,89399,Unincorporated ACT,1,Good,Good,0
2607,89399,Unincorporated ACT,1,Good,Good,0
2609,89399,Unincorporated ACT,1,Good,Good,0
2611,17080,Snowy Valleys,0.0006631,Good,Good,1
2611,18710,Yass Valley,0.0007721,Acceptable,Good,1
2611,89399,Unincorporated ACT,0.9985649,Good,Good,0
2612,89399,Unincorporated ACT,1,Good,Good,0
2614,89399,Unincorporated ACT,1,Good,Good,0
2615,89399,Unincorporated ACT,1,Good,Good,0
2617,89399,Unincorporated ACT,1,Good,Good,0
2618,89399,Unincorporated ACT,0.2228805,Good,Good,0
2618,18710,Yass Valley,0.7771195,Acceptable,Good,0
2619,16490,Queanbeyan-Palerang,1,Good,Good,0
2620,17040,Snowy Monaro,0.0185003,Good,Good,0
2620,89399,Unincorporated ACT,0.0187665,Good,Good,0
2620,18710,Yass Valley,0.0429394,Acceptable,Good,0
2620,16490,Queanbeyan-Palerang,0.9197938,Good,Good,0
2621,17040,Snowy Monaro,0.0100229,Good,Good,0
2621,18710,Yass Valley,0.0113623,Acceptable,Good,0
2621,16490,Queanbeyan-Palerang,0.9786148,Good,Good,0
2622,12750,Eurobodalla,0.0041255,Good,Good,1
2622,16950,Shoalhaven,0.0085053,Good,Good,1
2622,17040,Snowy Monaro,0.0094494,Good,Good,1
2622,16490,Queanbeyan-Palerang,0.9779198,Good,Good,0
2623,16490,Queanbeyan-Palerang,1,Good,Good,0
2624,17080,Snowy Valleys,0.0000124,Good,Good,1
2624,17040,Snowy Monaro,0.9999876,Good,Good,0
2625,17040,Snowy Monaro,1,Good,Good,0
2626,17040,Snowy Monaro,1,Good,Good,0
2627,17080,Snowy Valleys,0.0000015,Good,Good,1
2627,26670,Towong,0.0002686,Acceptable,Good,1
2627,17040,Snowy Monaro,0.9997299,Good,Good,0
2628,17040,Snowy Monaro,1,Good,Good,0
2629,17080,Snowy Valleys,0.0292024,Good,Good,0
2629,17040,Snowy Monaro,0.9707976,Good,Good,0
2630,10550,Bega Valley,0.0000006,Good,Good,1
2630,17040,Snowy Monaro,0.9999994,Good,Good,0
2631,10550,Bega Valley,0.0001136,Good,Good,1
2631,17040,Snowy Monaro,0.9998864,Good,Good,0
2632,10550,Bega Valley,0.0133032,Good,Good,0
2632,17040,Snowy Monaro,0.9866968,Good,Good,0
2633,17040,Snowy Monaro,1,Good,Good,0
2640,17080,Snowy Valleys,0.0008559,Good,Good,1
2640,13340,Greater Hume,0.0090634,Acceptable,Good,1
2640,10050,Albury,0.9900807,Good,Good,0
2641,10050,Albury,1,Good,Good,0
2642,12870,Federation,0.0252648,Good,Good,0
2642,14950,Lockhart,0.0723079,Acceptable,Good,0
2642,17080,Snowy Valleys,0.0959533,Good,Good,0
2642,13340,Greater Hume,0.806474,Acceptable,Good,0
2643,12870,Federation,1,Good,Good,0
2644,13340,Greater Hume,1,Acceptable,Good,0
2645,14950,Lockhart,0.0294991,Acceptable,Good,0
2645,12870,Federation,0.9705009,Good,Good,0
2646,10650,Berrigan,0.002936,Acceptable,Good,1
2646,15560,Murrumbidgee,0.0032277,Good,Good,1
2646,13340,Greater Hume,0.017307,Acceptable,Good,0
2646,12870,Federation,0.9765293,Good,Good,0
2647,10650,Berrigan,0.0027397,Acceptable,Good,1
2647,12870,Federation,0.9972603,Good,Good,0
2648,19399,Unincorporated NSW,0.003797,Poor,Good,1
2648,18200,Wentworth,0.996203,Good,Good,0
2649,17080,Snowy Valleys,1,Good,Good,0
2650,15800,Narrandera,0.0001792,Acceptable,Good,1
2650,13340,Greater Hume,0.0023921,Acceptable,Good,1
2650,14300,Junee,0.007304,Acceptable,Good,1
2650,17750,Wagga Wagga,0.9901246,Good,Good,0
2651,17750,Wagga Wagga,1,Good,Good,0
2652,13450,Griffith,0.0000021,Good,Good,1
2652,13340,Greater Hume,0.0031679,Acceptable,Good,1
2652,14950,Lockhart,0.0090353,Acceptable,Good,1
2652,12870,Federation,0.0271291,Good,Good,0
2652,17080,Snowy Valleys,0.0437041,Good,Good,0
2652,14300,Junee,0.0548402,Acceptable,Good,0
2652,15800,Narrandera,0.0699929,Acceptable,Good,0
2652,12000,Coolamon,0.1202051,Acceptable,Good,0
2652,11600,Carrathool,0.1389186,Poor,Good,0
2652,17750,Wagga Wagga,0.5330047,Good,Good,0
2653,17080,Snowy Valleys,1,Good,Good,0
2655,17750,Wagga Wagga,0.0359174,Good,Good,0
2655,14950,Lockhart,0.9640826,Acceptable,Good,0
2656,17750,Wagga Wagga,0.0875767,Good,Good,0
2656,14950,Lockhart,0.9124233,Acceptable,Good,0
2658,14950,Lockhart,0.1930242,Acceptable,Good,0
2658,13340,Greater Hume,0.8069758,Acceptable,Good,0
2659,14950,Lockhart,0.0093118,Acceptable,Good,1
2659,13340,Greater Hume,0.9906882,Acceptable,Good,0
2660,13340,Greater Hume,1,Acceptable,Good,0
2661,17750,Wagga Wagga,1,Good,Good,0
2663,14300,Junee,1,Acceptable,Good,0
2665,11600,Carrathool,0.0309396,Poor,Good,0
2665,10800,Bland,0.1151236,Acceptable,Good,0
2665,17350,Temora,0.2748211,Acceptable,Good,0
2665,15800,Narrandera,0.2893061,Acceptable,Good,0
2665,12000,Coolamon,0.2898097,Acceptable,Good,0
2666,12000,Coolamon,0.0003083,Acceptable,Good,1
2666,10800,Bland,0.0005353,Acceptable,Good,1
2666,13910,Hilltops,0.0030253,Good,Good,1
2666,14300,Junee,0.0304236,Acceptable,Good,0
2666,17350,Temora,0.9657074,Acceptable,Good,0
2668,17350,Temora,0.0716579,Acceptable,Good,0
2668,10800,Bland,0.9283421,Acceptable,Good,0
2669,11600,Carrathool,0.1479883,Poor,Good,0
2669,14600,Lachlan,0.2193475,Acceptable,Good,0
2669,10800,Bland,0.6326642,Acceptable,Good,0
2671,12900,Forbes,0.0000025,Good,Good,1
2671,14600,Lachlan,0.0209331,Acceptable,Good,0
2671,10800,Bland,0.9790644,Acceptable,Good,0
2672,14600,Lachlan,1,Acceptable,Good,0
2675,11600,Carrathool,1,Poor,Good,0
2678,17750,Wagga Wagga,1,Good,Good,0
2680,15560,Murrumbidgee,0.0000002,Good,Good,1
2680,11600,Carrathool,0.0013065,Poor,Good,1
2680,13450,Griffith,0.9986933,Good,Good,0
2681,11600,Carrathool,0.0213066,Poor,Good,0
2681,13450,Griffith,0.9786934,Good,Good,0
2700,14750,Leeton,0.0138159,Good,Good,0
2700,12870,Federation,0.0144482,Good,Good,0
2700,15800,Narrandera,0.9717359,Acceptable,Good,0
2701,12000,Coolamon,1,Acceptable,Good,0
2702,17750,Wagga Wagga,0.067998,Good,Good,0
2702,12000,Coolamon,0.932002,Acceptable,Good,0
2703,14750,Leeton,1,Good,Good,0
2705,15800,Narrandera,0.0014976,Acceptable,Good,1
2705,13450,Griffith,0.0017772,Good,Good,1
2705,14750,Leeton,0.9967252,Good,Good,0
2706,15560,Murrumbidgee,1,Good,Good,0
2707,15560,Murrumbidgee,1,Good,Good,0
2710,13850,Hay,0.0006209,Good,Good,1
2710,15560,Murrumbidgee,0.0026839,Good,Good,1
2710,15520,Murray River,0.1638162,Acceptable,Good,0
2710,12730,Edward River,0.832879,Acceptable,Good,0
2711,15520,Murray River,0.0056511,Acceptable,Good,1
2711,15560,Murrumbidgee,0.0112679,Good,Good,0
2711,10300,Balranald,0.0190933,Good,Good,0
2711,11600,Carrathool,0.0603224,Poor,Good,0
2711,13850,Hay,0.9036653,Good,Good,0
2712,15560,Murrumbidgee,0.0065562,Good,Good,1
2712,10650,Berrigan,0.9934438,Acceptable,Good,0
2713,15560,Murrumbidgee,0.0236006,Good,Good,0
2713,12730,Edward River,0.0929358,Acceptable,Good,0
2713,10650,Berrigan,0.8834636,Acceptable,Good,0
2714,15520,Murray River,0.0013724,Acceptable,Good,1
2714,12730,Edward River,0.0194657,Acceptable,Good,0
2714,10650,Berrigan,0.979162,Acceptable,Good,0
2715,18200,Wentworth,0.0145551,Good,Good,0
2715,15520,Murray River,0.0392299,Acceptable,Good,0
2715,10300,Balranald,0.9462149,Good,Good,0
2716,12730,Edward River,0.0000203,Acceptable,Good,1
2716,15560,Murrumbidgee,0.9999797,Good,Good,0
2717,18200,Wentworth,1,Good,Good,0
2720,17080,Snowy Valleys,1,Good,Good,0
2721,10800,Bland,0.3238376,Acceptable,Good,0
2721,18100,Weddin,0.6761624,Good,Good,0
2722,17080,Snowy Valleys,0.0526985,Good,Good,0
2722,12160,Cootamundra-Gundagai,0.9473015,Good,Good,0
2725,17350,Temora,0.0427501,Acceptable,Good,0
2725,12160,Cootamundra-Gundagai,0.9572499,Good,Good,0
2726,13910,Hilltops,1,Good,Good,0
2727,12160,Cootamundra-Gundagai,1,Good,Good,0
2729,12160,Cootamundra-Gundagai,0.1673711,Good,Good,0
2729,17080,Snowy Valleys,0.8326289,Good,Good,0
2730,17080,Snowy Valleys,1,Good,Good,0
2731,15520,Murray River,1,Acceptable,Good,0
2732,15520,Murray River,1,Acceptable,Good,0
2733,12730,Edward River,0.0607246,Acceptable,Good,0
2733,15520,Murray River,0.9392754,Acceptable,Good,0
2734,15520,Murray River,1,Acceptable,Good,0
2735,15520,Murray River,1,Acceptable,Good,0
2736,15520,Murray River,1,Acceptable,Good,0
2737,18200,Wentworth,0.0144605,Good,Good,0
2737,10300,Balranald,0.9855395,Good,Good,0
2738,18200,Wentworth,1,Good,Good,0
2739,18200,Wentworth,1,Good,Good,0
2745,18400,Wollondilly,0.0086359,Poor,Good,1
2745,14900,Liverpool,0.0360219,Good,Good,0
2745,16350,Penrith,0.9553422,Good,Good,0
2747,10750,Blacktown,0.0070599,Good,Good,1
2747,16350,Penrith,0.9929401,Good,Good,0
2748,16350,Penrith,1,Good,Good,0
2749,16350,Penrith,1,Good,Good,0
2750,16350,Penrith,1,Good,Good,0
2752,14900,Liverpool,0.0026156,Good,Good,1
2752,18400,Wollondilly,0.9973844,Poor,Good,0
2753,16350,Penrith,0.2562892,Good,Good,0
2753,13800,Hawkesbury,0.7437108,Acceptable,Good,0
2754,13800,Hawkesbury,1,Acceptable,Good,0
2756,14870,Lithgow,0.0000002,Good,Good,1
2756,14000,Hornsby,0.003169,Acceptable,Good,1
2756,17420,The Hills,0.0667599,Acceptable,Good,0
2756,13800,Hawkesbury,0.9300708,Acceptable,Good,0
2757,13800,Hawkesbury,1,Acceptable,Good,0
2758,14870,Lithgow,0.0000003,Good,Good,1
2758,10900,Blue Mountains,0.0087749,Good,Good,1
2758,13800,Hawkesbury,0.9912248,Acceptable,Good,0
2759,16350,Penrith,1,Good,Good,0
2760,10750,Blacktown,0.1933513,Good,Good,0
2760,16350,Penrith,0.8066487,Good,Good,0
2761,10750,Blacktown,1,Good,Good,0
2762,10750,Blacktown,1,Good,Good,0
2763,10750,Blacktown,1,Good,Good,0
2765,16350,Penrith,0.0474142,Good,Good,0
2765,13800,Hawkesbury,0.0839641,Acceptable,Good,0
2765,17420,The Hills,0.2348587,Acceptable,Good,0
2765,10750,Blacktown,0.633763,Good,Good,0
2766,10750,Blacktown,1,Good,Good,0
2767,10750,Blacktown,1,Good,Good,0
2768,10750,Blacktown,1,Good,Good,0
2769,10750,Blacktown,1,Good,Good,0
2770,10750,Blacktown,1,Good,Good,0
2773,10900,Blue Mountains,1,Good,Good,0
2774,10900,Blue Mountains,1,Good,Good,0
2775,17420,The Hills,0.073341,Acceptable,Good,0
2775,14000,Hornsby,0.1281668,Acceptable,Good,0
2775,11650,Central Coast (NSW),0.3320274,Good,Good,0
2775,13800,Hawkesbury,0.4664649,Acceptable,Good,0
2776,10900,Blue Mountains,1,Good,Good,0
2777,10900,Blue Mountains,1,Good,Good,0
2778,10900,Blue Mountains,1,Good,Good,0
2779,10900,Blue Mountains,1,Good,Good,0
2780,10900,Blue Mountains,1,Good,Good,0
2782,10900,Blue Mountains,1,Good,Good,0
2783,10900,Blue Mountains,1,Good,Good,0
2784,10900,Blue Mountains,1,Good,Good,0
2785,14870,Lithgow,0.0107678,Good,Good,0
2785,10900,Blue Mountains,0.9892322,Good,Good,0
2786,14870,Lithgow,0.0736458,Good,Good,0
2786,10900,Blue Mountains,0.9263542,Good,Good,0
2787,10900,Blue Mountains,0.0000016,Good,Good,1
2787,17640,Upper Lachlan,0.0000022,Acceptable,Good,1
2787,18400,Wollondilly,0.0006622,Poor,Good,1
2787,10470,Bathurst,0.0022828,Good,Good,1
2787,14870,Lithgow,0.0197608,Good,Good,0
2787,16100,Oberon,0.9772904,Acceptable,Good,0
2790,10900,Blue Mountains,0.0000005,Good,Good,1
